merchant_id,merchant_category,merchant_risk_score,channel_default
M102276,Electronics,0.443,Card Not Present
M102277,Luxury,0.077,Online Banking
M102278,Electronics,0.286,Card Not Present
M102279,Electronics,0.075,Card Present
M102280,Electronics,0.528,Card Not Present
M102281,Marketplace,0.247,Card Not Present
M102282,Travel,0.37,Card Present
M102283,Fuel,0.121,Wire
M102284,Utilities,0.234,Online Banking
M102285,Luxury,0.054,Card Present
M102286,Electronics,0.259,Card Present
M102287,Travel,0.458,Wire
M102288,Utilities,0.269,Wire
M102289,Grocery,0.193,P2P
M102290,Luxury,0.073,Card Not Present
M102291,Luxury,0.097,Card Present
M102292,Luxury,0.068,Wire
M102293,Utilities,0.121,P2P
M102294,Electronics,0.117,P2P
M102295,Digital Wallet,0.068,Wire
M102296,Luxury,0.632,P2P
M102297,Marketplace,0.063,Online Banking
M102298,Grocery,0.45,Card Present
M102299,Telecom,0.162,Card Present
M102300,Luxury,0.067,Online Banking
M102301,Utilities,0.08,P2P
M102302,Gaming,0.134,Card Not Present
M102303,Utilities,0.147,Card Not Present
M102304,Luxury,0.201,P2P
M102305,Marketplace,0.213,Card Present
M102306,Grocery,0.168,Card Not Present
M102307,Fuel,0.354,Card Present
M102308,Gaming,0.033,Wire
M102309,Electronics,0.053,Card Present
M102310,Telecom,0.198,P2P
M102311,Telecom,0.319,Online Banking
M102312,Gaming,0.686,Card Not Present
M102313,Utilities,0.376,Online Banking
M102314,Travel,0.181,Card Present
M102315,Fuel,0.427,Card Present
M102316,Telecom,0.378,Card Not Present
M102317,Electronics,0.292,Card Present
M102318,Utilities,0.114,Card Present
M102319,Gaming,0.513,Online Banking
M102320,Digital Wallet,0.313,Card Not Present
M102321,Utilities,0.08,Online Banking
M102322,Fuel,0.213,Online Banking
M102323,Fuel,0.225,Wire
M102324,Utilities,0.08,Card Present
M102325,Grocery,0.366,Card Present
M102326,Utilities,0.244,Card Present
M102327,Telecom,0.332,Wire
M102328,Electronics,0.291,Wire
M102329,Electronics,0.299,Card Present
M102330,Fuel,0.165,Card Present
M102331,Utilities,0.397,Card Not Present
M102332,Luxury,0.241,P2P
M102333,Travel,0.625,Card Present
M102334,Grocery,0.329,P2P
M102335,Grocery,0.071,P2P
M102336,Grocery,0.176,Wire
M102337,Digital Wallet,0.508,Card Not Present
M102338,Grocery,0.191,Wire
M102339,Telecom,0.138,Wire
M102340,Luxury,0.078,Wire
M102341,Marketplace,0.078,Wire
M102342,Gaming,0.159,P2P
M102343,Fuel,0.474,Card Not Present
M102344,Grocery,0.286,Online Banking
M102345,Utilities,0.355,Wire
M102346,Grocery,0.183,Wire
M102347,Utilities,0.221,Card Not Present
M102348,Gaming,0.451,Wire
M102349,Grocery,0.266,Wire
M102350,Gaming,0.046,Online Banking
M102351,Luxury,0.521,Wire
M102352,Digital Wallet,0.66,Card Not Present
M102353,Luxury,0.143,Card Not Present
M102354,Grocery,0.313,Online Banking
M102355,Grocery,0.094,P2P
M102356,Marketplace,0.502,Wire
M102357,Utilities,0.721,Online Banking
M102358,Gaming,0.1,Wire
M102359,Digital Wallet,0.25,Card Present
M102360,Electronics,0.337,Wire
M102361,Grocery,0.088,Online Banking
M102362,Fuel,0.077,Card Not Present
M102363,Grocery,0.091,Online Banking
M102364,Fuel,0.461,P2P
M102365,Grocery,0.16,Card Present
M102366,Electronics,0.251,Online Banking
M102367,Fuel,0.113,P2P
M102368,Electronics,0.269,Card Present
M102369,Grocery,0.415,Online Banking
M102370,Fuel,0.309,Wire
M102371,Digital Wallet,0.072,Card Not Present
M102372,Utilities,0.483,Card Not Present
M102373,Gaming,0.191,Online Banking
M102374,Utilities,0.053,Card Not Present
M102375,Telecom,0.131,P2P
M102376,Gaming,0.282,P2P
M102377,Luxury,0.135,Card Not Present
M102378,Telecom,0.561,Online Banking
M102379,Luxury,0.673,P2P
M102380,Travel,0.058,Card Present
M102381,Electronics,0.229,Wire
M102382,Fuel,0.341,Online Banking
M102383,Electronics,0.39,Card Present
M102384,Gaming,0.413,P2P
M102385,Luxury,0.609,Card Not Present
M102386,Utilities,0.155,Card Present
M102387,Digital Wallet,0.363,P2P
M102388,Electronics,0.264,Card Present
M102389,Fuel,0.06,Card Not Present
M102390,Electronics,0.469,Wire
M102391,Marketplace,0.145,Card Present
M102392,Luxury,0.604,Card Not Present
M102393,Electronics,0.052,P2P
M102394,Digital Wallet,0.291,Card Not Present
M102395,Telecom,0.24,Wire
M102396,Grocery,0.163,Wire
M102397,Digital Wallet,0.612,Card Not Present
M102398,Gaming,0.171,Wire
M102399,Grocery,0.353,Card Present
M102400,Luxury,0.292,Wire
M102401,Marketplace,0.247,Card Present
M102402,Marketplace,0.316,Online Banking
M102403,Luxury,0.359,Wire
M102404,Luxury,0.136,Card Present
M102405,Digital Wallet,0.308,Online Banking
M102406,Travel,0.213,Online Banking
M102407,Marketplace,0.187,Online Banking
M102408,Gaming,0.323,P2P
M102409,Telecom,0.072,Wire
M102410,Travel,0.618,Card Present
M102411,Telecom,0.281,P2P
M102412,Telecom,0.39,P2P
M102413,Electronics,0.377,Card Present
M102414,Travel,0.158,Card Not Present
M102415,Electronics,0.177,Card Present
M102416,Gaming,0.174,Online Banking
M102417,Gaming,0.19,Online Banking
M102418,Travel,0.425,P2P
M102419,Gaming,0.097,Online Banking
M102420,Utilities,0.554,Card Not Present
M102421,Digital Wallet,0.162,P2P
M102422,Travel,0.449,Card Not Present
M102423,Electronics,0.315,Online Banking
M102424,Telecom,0.079,Online Banking
M102425,Fuel,0.442,P2P
M102426,Marketplace,0.365,Card Not Present
M102427,Electronics,0.148,Card Present
M102428,Digital Wallet,0.519,Wire
M102429,Telecom,0.319,Wire
M102430,Gaming,0.092,Card Present
M102431,Fuel,0.203,Wire
M102432,Telecom,0.071,Online Banking
M102433,Travel,0.578,Card Not Present
M102434,Gaming,0.302,P2P
M102435,Luxury,0.109,P2P
M102436,Telecom,0.021,Card Present
M102437,Electronics,0.209,Wire
M102438,Luxury,0.637,Online Banking
M102439,Fuel,0.218,Card Not Present
M102440,Gaming,0.101,P2P
M102441,Luxury,0.191,P2P
M102442,Electronics,0.136,Online Banking
M102443,Digital Wallet,0.117,Wire
M102444,Fuel,0.19,Online Banking
M102445,Luxury,0.304,P2P
M102446,Grocery,0.137,Card Present
M102447,Gaming,0.388,Card Present
M102448,Gaming,0.083,P2P
M102449,Grocery,0.058,Card Present
M102450,Gaming,0.069,Online Banking
M102451,Digital Wallet,0.228,Card Present
M102452,Fuel,0.398,Card Present
M102453,Electronics,0.012,Wire
M102454,Gaming,0.487,Card Present
M102455,Fuel,0.188,Card Present
M102456,Travel,0.427,Card Not Present
M102457,Telecom,0.475,P2P
M102458,Telecom,0.561,P2P
M102459,Telecom,0.374,P2P
M102460,Luxury,0.261,Wire
M102461,Fuel,0.479,Online Banking
M102462,Fuel,0.23,P2P
M102463,Grocery,0.44,Online Banking
M102464,Gaming,0.074,Card Not Present
M102465,Grocery,0.364,Wire
M102466,Fuel,0.122,Online Banking
M102467,Fuel,0.075,Card Present
M102468,Grocery,0.271,Card Present
M102469,Utilities,0.07,Card Not Present
M102470,Grocery,0.299,P2P
M102471,Electronics,0.148,P2P
M102472,Telecom,0.176,P2P
M102473,Gaming,0.377,Card Present
M102474,Digital Wallet,0.163,Wire
M102475,Marketplace,0.583,P2P
M102476,Marketplace,0.263,Card Not Present
M102477,Utilities,0.175,Wire
M102478,Gaming,0.024,P2P
M102479,Utilities,0.216,Card Present
M102480,Digital Wallet,0.135,Online Banking
M102481,Grocery,0.183,P2P
M102482,Luxury,0.155,Online Banking
M102483,Gaming,0.295,Card Present
M102484,Utilities,0.111,Card Not Present
M102485,Gaming,0.249,Card Not Present
M102486,Marketplace,0.12,Wire
M102487,Electronics,0.02,Card Present
M102488,Travel,0.309,Online Banking
M102489,Digital Wallet,0.478,Card Not Present
M102490,Travel,0.07,Card Present
M102491,Grocery,0.567,Online Banking
M102492,Electronics,0.475,Card Not Present
M102493,Electronics,0.121,P2P
M102494,Gaming,0.232,P2P
M102495,Luxury,0.206,Card Present
M102496,Electronics,0.443,Card Not Present
M102497,Luxury,0.077,Online Banking
M102498,Electronics,0.286,Card Not Present
M102499,Electronics,0.075,Card Present
M102500,Electronics,0.528,Card Not Present
M102501,Marketplace,0.247,Card Not Present
M102502,Travel,0.37,Card Present
M102503,Fuel,0.121,Wire
M102504,Utilities,0.234,Online Banking
M102505,Luxury,0.054,Card Present
M102506,Electronics,0.259,Card Present
M102507,Travel,0.458,Wire
M102508,Utilities,0.269,Wire
M102509,Grocery,0.193,P2P
M102510,Luxury,0.073,Card Not Present
M102511,Luxury,0.097,Card Present
M102512,Luxury,0.068,Wire
M102513,Utilities,0.121,P2P
M102514,Electronics,0.117,P2P
M102515,Digital Wallet,0.068,Wire
M102516,Luxury,0.632,P2P
M102517,Marketplace,0.063,Online Banking
M102518,Grocery,0.45,Card Present
M102519,Telecom,0.162,Card Present
M102520,Luxury,0.067,Online Banking
M102521,Utilities,0.08,P2P
M102522,Gaming,0.134,Card Not Present
M102523,Utilities,0.147,Card Not Present
M102524,Luxury,0.201,P2P
M102525,Marketplace,0.213,Card Present
M102526,Grocery,0.168,Card Not Present
M102527,Fuel,0.354,Card Present
M102528,Gaming,0.033,Wire
M102529,Electronics,0.053,Card Present
M102530,Telecom,0.198,P2P
M102531,Telecom,0.319,Online Banking
M102532,Gaming,0.686,Card Not Present
M102533,Utilities,0.376,Online Banking
M102534,Travel,0.181,Card Present
M102535,Fuel,0.427,Card Present
M102536,Telecom,0.378,Card Not Present
M102537,Electronics,0.292,Card Present
M102538,Utilities,0.114,Card Present
M102539,Gaming,0.513,Online Banking
M102540,Digital Wallet,0.313,Card Not Present
M102541,Utilities,0.08,Online Banking
M102542,Fuel,0.213,Online Banking
M102543,Fuel,0.225,Wire
M102544,Utilities,0.08,Card Present
M102545,Grocery,0.366,Card Present
M102546,Utilities,0.244,Card Present
M102547,Telecom,0.332,Wire
M102548,Electronics,0.291,Wire
M102549,Electronics,0.299,Card Present
M102550,Fuel,0.165,Card Present
M102551,Utilities,0.397,Card Not Present
M102552,Luxury,0.241,P2P
M102553,Travel,0.625,Card Present
M102554,Grocery,0.329,P2P
M102555,Grocery,0.071,P2P
M102556,Grocery,0.176,Wire
M102557,Digital Wallet,0.508,Card Not Present
M102558,Grocery,0.191,Wire
M102559,Telecom,0.138,Wire
M102560,Luxury,0.078,Wire
M102561,Marketplace,0.078,Wire
M102562,Gaming,0.159,P2P
M102563,Fuel,0.474,Card Not Present
M102564,Grocery,0.286,Online Banking
M102565,Utilities,0.355,Wire
M102566,Grocery,0.183,Wire
M102567,Utilities,0.221,Card Not Present
M102568,Gaming,0.451,Wire
M102569,Grocery,0.266,Wire
M102570,Gaming,0.046,Online Banking
M102571,Luxury,0.521,Wire
M102572,Digital Wallet,0.66,Card Not Present
M102573,Luxury,0.143,Card Not Present
M102574,Grocery,0.313,Online Banking
M102575,Grocery,0.094,P2P
M102576,Marketplace,0.502,Wire
M102577,Utilities,0.721,Online Banking
M102578,Gaming,0.1,Wire
M102579,Digital Wallet,0.25,Card Present
M102580,Electronics,0.337,Wire
M102581,Grocery,0.088,Online Banking
M102582,Fuel,0.077,Card Not Present
M102583,Grocery,0.091,Online Banking
M102584,Fuel,0.461,P2P
M102585,Grocery,0.16,Card Present
M102586,Electronics,0.251,Online Banking
M102587,Fuel,0.113,P2P
M102588,Electronics,0.269,Card Present
M102589,Grocery,0.415,Online Banking
M102590,Fuel,0.309,Wire
M102591,Digital Wallet,0.072,Card Not Present
M102592,Utilities,0.483,Card Not Present
M102593,Gaming,0.191,Online Banking
M102594,Utilities,0.053,Card Not Present
M102595,Telecom,0.131,P2P
M102596,Gaming,0.282,P2P
M102597,Luxury,0.135,Card Not Present
M102598,Telecom,0.561,Online Banking
M102599,Luxury,0.673,P2P
M102600,Travel,0.058,Card Present
M102601,Electronics,0.229,Wire
M102602,Fuel,0.341,Online Banking
M102603,Electronics,0.39,Card Present
M102604,Gaming,0.413,P2P
M102605,Luxury,0.609,Card Not Present
M102606,Utilities,0.155,Card Present
M102607,Digital Wallet,0.363,P2P
M102608,Electronics,0.264,Card Present
M102609,Fuel,0.06,Card Not Present
M102610,Electronics,0.469,Wire
M102611,Marketplace,0.145,Card Present
M102612,Luxury,0.604,Card Not Present
M102613,Electronics,0.052,P2P
M102614,Digital Wallet,0.291,Card Not Present
M102615,Telecom,0.24,Wire
M102616,Grocery,0.163,Wire
M102617,Digital Wallet,0.612,Card Not Present
M102618,Gaming,0.171,Wire
M102619,Grocery,0.353,Card Present
M102620,Luxury,0.292,Wire
M102621,Marketplace,0.247,Card Present
M102622,Marketplace,0.316,Online Banking
M102623,Luxury,0.359,Wire
M102624,Luxury,0.136,Card Present
M102625,Digital Wallet,0.308,Online Banking
M102626,Travel,0.213,Online Banking
M102627,Marketplace,0.187,Online Banking
M102628,Gaming,0.323,P2P
M102629,Telecom,0.072,Wire
M102630,Travel,0.618,Card Present
M102631,Telecom,0.281,P2P
M102632,Telecom,0.39,P2P
M102633,Electronics,0.377,Card Present
M102634,Travel,0.158,Card Not Present
M102635,Electronics,0.177,Card Present
M102636,Gaming,0.174,Online Banking
M102637,Gaming,0.19,Online Banking
M102638,Travel,0.425,P2P
M102639,Gaming,0.097,Online Banking
M102640,Utilities,0.554,Card Not Present
M102641,Digital Wallet,0.162,P2P
M102642,Travel,0.449,Card Not Present
M102643,Electronics,0.315,Online Banking
M102644,Telecom,0.079,Online Banking
M102645,Fuel,0.442,P2P
M102646,Marketplace,0.365,Card Not Present
M102647,Electronics,0.148,Card Present
M102648,Digital Wallet,0.519,Wire
M102649,Telecom,0.319,Wire
M102650,Gaming,0.092,Card Present
M102651,Fuel,0.203,Wire
M102652,Telecom,0.071,Online Banking
M102653,Travel,0.578,Card Not Present
M102654,Gaming,0.302,P2P
M102655,Luxury,0.109,P2P
M102656,Telecom,0.021,Card Present
M102657,Electronics,0.209,Wire
M102658,Luxury,0.637,Online Banking
M102659,Fuel,0.218,Card Not Present
M102660,Gaming,0.101,P2P
M102661,Luxury,0.191,P2P
M102662,Electronics,0.136,Online Banking
M102663,Digital Wallet,0.117,Wire
M102664,Fuel,0.19,Online Banking
M102665,Luxury,0.304,P2P
M102666,Grocery,0.137,Card Present
M102667,Gaming,0.388,Card Present
M102668,Gaming,0.083,P2P
M102669,Grocery,0.058,Card Present
M102670,Gaming,0.069,Online Banking
M102671,Digital Wallet,0.228,Card Present
M102672,Fuel,0.398,Card Present
M102673,Electronics,0.012,Wire
M102674,Gaming,0.487,Card Present
M102675,Fuel,0.188,Card Present
M102676,Travel,0.427,Card Not Present
M102677,Telecom,0.475,P2P
M102678,Telecom,0.561,P2P
M102679,Telecom,0.374,P2P
M102680,Luxury,0.261,Wire
M102681,Fuel,0.479,Online Banking
M102682,Fuel,0.23,P2P
M102683,Grocery,0.44,Online Banking
M102684,Gaming,0.074,Card Not Present
M102685,Grocery,0.364,Wire
M102686,Fuel,0.122,Online Banking
M102687,Fuel,0.075,Card Present
M102688,Grocery,0.271,Card Present
M102689,Utilities,0.07,Card Not Present
M102690,Grocery,0.299,P2P
M102691,Electronics,0.148,P2P
M102692,Telecom,0.176,P2P
M102693,Gaming,0.377,Card Present
M102694,Digital Wallet,0.163,Wire
M102695,Marketplace,0.583,P2P
M102696,Marketplace,0.263,Card Not Present
M102697,Utilities,0.175,Wire
M102698,Gaming,0.024,P2P
M102699,Utilities,0.216,Card Present
M102700,Digital Wallet,0.135,Online Banking
M102701,Grocery,0.183,P2P
M102702,Luxury,0.155,Online Banking
M102703,Gaming,0.295,Card Present
M102704,Utilities,0.111,Card Not Present
M102705,Gaming,0.249,Card Not Present
M102706,Marketplace,0.12,Wire
M102707,Electronics,0.02,Card Present
M102708,Travel,0.309,Online Banking
M102709,Digital Wallet,0.478,Card Not Present
M102710,Travel,0.07,Card Present
M102711,Grocery,0.567,Online Banking
M102712,Electronics,0.475,Card Not Present
M102713,Electronics,0.121,P2P
M102714,Gaming,0.232,P2P
M102715,Luxury,0.206,Card Present
M102716,Electronics,0.443,Card Not Present
M102717,Luxury,0.077,Online Banking
M102718,Electronics,0.286,Card Not Present
M102719,Electronics,0.075,Card Present
M102720,Electronics,0.528,Card Not Present
M102721,Marketplace,0.247,Card Not Present
M102722,Travel,0.37,Card Present
M102723,Fuel,0.121,Wire
M102724,Utilities,0.234,Online Banking
M102725,Luxury,0.054,Card Present
M102726,Electronics,0.259,Card Present
M102727,Travel,0.458,Wire
M102728,Utilities,0.269,Wire
M102729,Grocery,0.193,P2P
M102730,Luxury,0.073,Card Not Present
M102731,Luxury,0.097,Card Present
M102732,Luxury,0.068,Wire
M102733,Utilities,0.121,P2P
M102734,Electronics,0.117,P2P
M102735,Digital Wallet,0.068,Wire
M102736,Luxury,0.632,P2P
M102737,Marketplace,0.063,Online Banking
M102738,Grocery,0.45,Card Present
M102739,Telecom,0.162,Card Present
M102740,Luxury,0.067,Online Banking
M102741,Utilities,0.08,P2P
M102742,Gaming,0.134,Card Not Present
M102743,Utilities,0.147,Card Not Present
M102744,Luxury,0.201,P2P
M102745,Marketplace,0.213,Card Present
M102746,Grocery,0.168,Card Not Present
M102747,Fuel,0.354,Card Present
M102748,Gaming,0.033,Wire
M102749,Electronics,0.053,Card Present
M102750,Telecom,0.198,P2P
M102751,Telecom,0.319,Online Banking
M102752,Gaming,0.686,Card Not Present
M102753,Utilities,0.376,Online Banking
M102754,Travel,0.181,Card Present
M102755,Fuel,0.427,Card Present
M102756,Telecom,0.378,Card Not Present
M102757,Electronics,0.292,Card Present
M102758,Utilities,0.114,Card Present
M102759,Gaming,0.513,Online Banking
M102760,Digital Wallet,0.313,Card Not Present
M102761,Utilities,0.08,Online Banking
M102762,Fuel,0.213,Online Banking
M102763,Fuel,0.225,Wire
M102764,Utilities,0.08,Card Present
M102765,Grocery,0.366,Card Present
M102766,Utilities,0.244,Card Present
M102767,Telecom,0.332,Wire
M102768,Electronics,0.291,Wire
M102769,Electronics,0.299,Card Present
M102770,Fuel,0.165,Card Present
M102771,Utilities,0.397,Card Not Present
M102772,Luxury,0.241,P2P
M102773,Travel,0.625,Card Present
M102774,Grocery,0.329,P2P
M102775,Grocery,0.071,P2P
M102776,Grocery,0.176,Wire
M102777,Digital Wallet,0.508,Card Not Present
M102778,Grocery,0.191,Wire
M102779,Telecom,0.138,Wire
M102780,Luxury,0.078,Wire
M102781,Marketplace,0.078,Wire
M102782,Gaming,0.159,P2P
M102783,Fuel,0.474,Card Not Present
M102784,Grocery,0.286,Online Banking
M102785,Utilities,0.355,Wire
M102786,Grocery,0.183,Wire
M102787,Utilities,0.221,Card Not Present
M102788,Gaming,0.451,Wire
M102789,Grocery,0.266,Wire
M102790,Gaming,0.046,Online Banking
M102791,Luxury,0.521,Wire
M102792,Digital Wallet,0.66,Card Not Present
M102793,Luxury,0.143,Card Not Present
M102794,Grocery,0.313,Online Banking
M102795,Grocery,0.094,P2P
M102796,Marketplace,0.502,Wire
M102797,Utilities,0.721,Online Banking
M102798,Gaming,0.1,Wire
M102799,Digital Wallet,0.25,Card Present
M102800,Electronics,0.337,Wire
M102801,Grocery,0.088,Online Banking
M102802,Fuel,0.077,Card Not Present
M102803,Grocery,0.091,Online Banking
M102804,Fuel,0.461,P2P
M102805,Grocery,0.16,Card Present
M102806,Electronics,0.251,Online Banking
M102807,Fuel,0.113,P2P
M102808,Electronics,0.269,Card Present
M102809,Grocery,0.415,Online Banking
M102810,Fuel,0.309,Wire
M102811,Digital Wallet,0.072,Card Not Present
M102812,Utilities,0.483,Card Not Present
M102813,Gaming,0.191,Online Banking
M102814,Utilities,0.053,Card Not Present
M102815,Telecom,0.131,P2P
M102816,Gaming,0.282,P2P
M102817,Luxury,0.135,Card Not Present
M102818,Telecom,0.561,Online Banking
M102819,Luxury,0.673,P2P
M102820,Travel,0.058,Card Present
M102821,Electronics,0.229,Wire
M102822,Fuel,0.341,Online Banking
M102823,Electronics,0.39,Card Present
M102824,Gaming,0.413,P2P
M102825,Luxury,0.609,Card Not Present
M102826,Utilities,0.155,Card Present
M102827,Digital Wallet,0.363,P2P
M102828,Electronics,0.264,Card Present
M102829,Fuel,0.06,Card Not Present
M102830,Electronics,0.469,Wire
M102831,Marketplace,0.145,Card Present
M102832,Luxury,0.604,Card Not Present
M102833,Electronics,0.052,P2P
M102834,Digital Wallet,0.291,Card Not Present
M102835,Telecom,0.24,Wire
M102836,Grocery,0.163,Wire
M102837,Digital Wallet,0.612,Card Not Present
M102838,Gaming,0.171,Wire
M102839,Grocery,0.353,Card Present
M102840,Luxury,0.292,Wire
M102841,Marketplace,0.247,Card Present
M102842,Marketplace,0.316,Online Banking
M102843,Luxury,0.359,Wire
M102844,Luxury,0.136,Card Present
M102845,Digital Wallet,0.308,Online Banking
M102846,Travel,0.213,Online Banking
M102847,Marketplace,0.187,Online Banking
M102848,Gaming,0.323,P2P
M102849,Telecom,0.072,Wire
M102850,Travel,0.618,Card Present
M102851,Telecom,0.281,P2P
M102852,Telecom,0.39,P2P
M102853,Electronics,0.377,Card Present
M102854,Travel,0.158,Card Not Present
M102855,Electronics,0.177,Card Present
M102856,Gaming,0.174,Online Banking
M102857,Gaming,0.19,Online Banking
M102858,Travel,0.425,P2P
M102859,Gaming,0.097,Online Banking
M102860,Utilities,0.554,Card Not Present
M102861,Digital Wallet,0.162,P2P
M102862,Travel,0.449,Card Not Present
M102863,Electronics,0.315,Online Banking
M102864,Telecom,0.079,Online Banking
M102865,Fuel,0.442,P2P
M102866,Marketplace,0.365,Card Not Present
M102867,Electronics,0.148,Card Present
M102868,Digital Wallet,0.519,Wire
M102869,Telecom,0.319,Wire
M102870,Gaming,0.092,Card Present
M102871,Fuel,0.203,Wire
M102872,Telecom,0.071,Online Banking
M102873,Travel,0.578,Card Not Present
M102874,Gaming,0.302,P2P
M102875,Luxury,0.109,P2P
M102876,Telecom,0.021,Card Present
M102877,Electronics,0.209,Wire
M102878,Luxury,0.637,Online Banking
M102879,Fuel,0.218,Card Not Present
M102880,Gaming,0.101,P2P
M102881,Luxury,0.191,P2P
M102882,Electronics,0.136,Online Banking
M102883,Digital Wallet,0.117,Wire
M102884,Fuel,0.19,Online Banking
M102885,Luxury,0.304,P2P
M102886,Grocery,0.137,Card Present
M102887,Gaming,0.388,Card Present
M102888,Gaming,0.083,P2P
M102889,Grocery,0.058,Card Present
M102890,Gaming,0.069,Online Banking
M102891,Digital Wallet,0.228,Card Present
M102892,Fuel,0.398,Card Present
M102893,Electronics,0.012,Wire
M102894,Gaming,0.487,Card Present
M102895,Fuel,0.188,Card Present
M102896,Travel,0.427,Card Not Present
M102897,Telecom,0.475,P2P
M102898,Telecom,0.561,P2P
M102899,Telecom,0.374,P2P
M102900,Luxury,0.261,Wire
M102901,Fuel,0.479,Online Banking
M102902,Fuel,0.23,P2P
M102903,Grocery,0.44,Online Banking
M102904,Gaming,0.074,Card Not Present
M102905,Grocery,0.364,Wire
M102906,Fuel,0.122,Online Banking
M102907,Fuel,0.075,Card Present
M102908,Grocery,0.271,Card Present
M102909,Utilities,0.07,Card Not Present
M102910,Grocery,0.299,P2P
M102911,Electronics,0.148,P2P
M102912,Telecom,0.176,P2P
M102913,Gaming,0.377,Card Present
M102914,Digital Wallet,0.163,Wire
M102915,Marketplace,0.583,P2P
M102916,Marketplace,0.263,Card Not Present
M102917,Utilities,0.175,Wire
M102918,Gaming,0.024,P2P
M102919,Utilities,0.216,Card Present
M102920,Digital Wallet,0.135,Online Banking
M102921,Grocery,0.183,P2P
M102922,Luxury,0.155,Online Banking
M102923,Gaming,0.295,Card Present
M102924,Utilities,0.111,Card Not Present
M102925,Gaming,0.249,Card Not Present
M102926,Marketplace,0.12,Wire
M102927,Electronics,0.02,Card Present
M102928,Travel,0.309,Online Banking
M102929,Digital Wallet,0.478,Card Not Present
M102930,Travel,0.07,Card Present
M102931,Grocery,0.567,Online Banking
M102932,Electronics,0.475,Card Not Present
M102933,Electronics,0.121,P2P
M102934,Gaming,0.232,P2P
M102935,Luxury,0.206,Card Present
M102936,Electronics,0.443,Card Not Present
M102937,Luxury,0.077,Online Banking
M102938,Electronics,0.286,Card Not Present
M102939,Electronics,0.075,Card Present
M102940,Electronics,0.528,Card Not Present
M102941,Marketplace,0.247,Card Not Present
M102942,Travel,0.37,Card Present
M102943,Fuel,0.121,Wire
M102944,Utilities,0.234,Online Banking
M102945,Luxury,0.054,Card Present
M102946,Electronics,0.259,Card Present
M102947,Travel,0.458,Wire
M102948,Utilities,0.269,Wire
M102949,Grocery,0.193,P2P
M102950,Luxury,0.073,Card Not Present
M102951,Luxury,0.097,Card Present
M102952,Luxury,0.068,Wire
M102953,Utilities,0.121,P2P
M102954,Electronics,0.117,P2P
M102955,Digital Wallet,0.068,Wire
M102956,Luxury,0.632,P2P
M102957,Marketplace,0.063,Online Banking
M102958,Grocery,0.45,Card Present
M102959,Telecom,0.162,Card Present
M102960,Luxury,0.067,Online Banking
M102961,Utilities,0.08,P2P
M102962,Gaming,0.134,Card Not Present
M102963,Utilities,0.147,Card Not Present
M102964,Luxury,0.201,P2P
M102965,Marketplace,0.213,Card Present
M102966,Grocery,0.168,Card Not Present
M102967,Fuel,0.354,Card Present
M102968,Gaming,0.033,Wire
M102969,Electronics,0.053,Card Present
M102970,Telecom,0.198,P2P
M102971,Telecom,0.319,Online Banking
M102972,Gaming,0.686,Card Not Present
M102973,Utilities,0.376,Online Banking
M102974,Travel,0.181,Card Present
M102975,Fuel,0.427,Card Present
M102976,Telecom,0.378,Card Not Present
M102977,Electronics,0.292,Card Present
M102978,Utilities,0.114,Card Present
M102979,Gaming,0.513,Online Banking
M102980,Digital Wallet,0.313,Card Not Present
M102981,Utilities,0.08,Online Banking
M102982,Fuel,0.213,Online Banking
M102983,Fuel,0.225,Wire
M102984,Utilities,0.08,Card Present
M102985,Grocery,0.366,Card Present
M102986,Utilities,0.244,Card Present
M102987,Telecom,0.332,Wire
M102988,Electronics,0.291,Wire
M102989,Electronics,0.299,Card Present
M102990,Fuel,0.165,Card Present
M102991,Utilities,0.397,Card Not Present
M102992,Luxury,0.241,P2P
M102993,Travel,0.625,Card Present
M102994,Grocery,0.329,P2P
M102995,Grocery,0.071,P2P
M102996,Grocery,0.176,Wire
M102997,Digital Wallet,0.508,Card Not Present
M102998,Grocery,0.191,Wire
M102999,Telecom,0.138,Wire
M103000,Luxury,0.078,Wire
M103001,Marketplace,0.078,Wire
M103002,Gaming,0.159,P2P
M103003,Fuel,0.474,Card Not Present
M103004,Grocery,0.286,Online Banking
M103005,Utilities,0.355,Wire
M103006,Grocery,0.183,Wire
M103007,Utilities,0.221,Card Not Present
M103008,Gaming,0.451,Wire
M103009,Grocery,0.266,Wire
M103010,Gaming,0.046,Online Banking
M103011,Luxury,0.521,Wire
M103012,Digital Wallet,0.66,Card Not Present
M103013,Luxury,0.143,Card Not Present
M103014,Grocery,0.313,Online Banking
M103015,Grocery,0.094,P2P
M103016,Marketplace,0.502,Wire
M103017,Utilities,0.721,Online Banking
M103018,Gaming,0.1,Wire
M103019,Digital Wallet,0.25,Card Present
M103020,Electronics,0.337,Wire
M103021,Grocery,0.088,Online Banking
M103022,Fuel,0.077,Card Not Present
M103023,Grocery,0.091,Online Banking
M103024,Fuel,0.461,P2P
M103025,Grocery,0.16,Card Present
M103026,Electronics,0.251,Online Banking
M103027,Fuel,0.113,P2P
M103028,Electronics,0.269,Card Present
M103029,Grocery,0.415,Online Banking
M103030,Fuel,0.309,Wire
M103031,Digital Wallet,0.072,Card Not Present
M103032,Utilities,0.483,Card Not Present
M103033,Gaming,0.191,Online Banking
M103034,Utilities,0.053,Card Not Present
