customer_id,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score
C102401,19,1970-06-13,Mass,US,1,Low,0.196
C103874,64,1970-06-13,Mass,US,0,Low,0.149
C101232,45,1970-06-13,Mass,US,1,High,0.257
C102661,52,1970-06-13,SME,CA,0,Low,0.018
C102817,62,1970-06-13,Mass,US,0,Low,0.125
C105700,55,1970-06-13,Mass,CA,1,Low,0.447
C105478,31,1970-06-13,Affluent,SG,1,Low,0.128
C101153,74,1970-06-13,SME,SG,0,Low,0.095
C103909,66,1970-06-13,Mass,UK,0,Low,0.403
C104760,57,1970-06-14,Mass,AE,1,Medium,0.172
C105326,48,1970-06-14,Affluent,US,1,Low,0.154
C100057,64,1970-06-14,Mass,US,0,Low,0.08
C105582,74,1970-06-14,SME,US,0,Medium,0.021
C103883,76,1970-06-14,Mass,IN,0,Medium,0.485
C103061,55,1970-06-14,Mass,IN,1,High,0.056
C105179,58,1970-06-14,Mass,IN,1,Low,0.312
C105934,50,1970-06-14,Mass,US,0,Low,0.305
C101735,39,1970-06-14,Mass,SG,1,Low,0.125
C105401,72,1970-06-14,Mass,US,1,Medium,0.289
C102823,54,1970-06-14,Mass,UK,1,Low,0.022
C102196,77,1970-06-14,Mass,UK,0,Low,0.06
C100159,34,1970-06-14,Mass,US,1,Medium,0.339
C104100,65,1970-06-14,Mass,CA,1,Low,0.026
C102475,77,1970-06-14,Mass,UK,1,Low,0.264
C102564,60,1970-06-14,Mass,US,0,Medium,0.17
C104294,28,1970-06-14,Mass,UK,0,Low,0.302
C105049,24,1970-06-14,Mass,IN,0,Low,0.325
C104139,19,1970-06-14,SME,US,0,High,0.027
C102608,55,1970-06-14,Mass,US,1,Low,0.375
C105855,37,1970-06-14,Mass,IN,0,Low,0.388
C100707,60,1970-06-14,Mass,US,1,Medium,0.134
C103046,40,1970-06-14,Mass,US,0,Low,0.065
C105554,31,1970-06-14,Affluent,IN,0,Medium,0.171
C101093,34,1970-06-15,Affluent,UK,1,Low,0.315
C104574,71,1970-06-15,SME,US,1,Low,0.206
C101376,33,1970-06-15,SME,SG,1,Medium,0.172
C105897,66,1970-06-15,Mass,US,1,Low,0.284
C100072,61,1970-06-15,Affluent,AE,1,Low,0.286
C101922,69,1970-06-15,Mass,IN,0,Low,0.167
C104438,27,1970-06-15,SME,US,1,Low,0.143
C104305,35,1970-06-15,Mass,US,1,Low,0.168
C101764,31,1970-06-15,Mass,IN,1,Low,0.283
C100743,22,1970-06-15,Mass,US,1,Medium,0.413
C104074,57,1970-06-15,Mass,US,1,Low,0.244
C101005,43,1970-06-15,Mass,IN,1,Low,0.388
C102668,75,1970-06-15,Mass,CA,0,Medium,0.051
C101190,63,1970-06-15,Mass,US,0,Low,0.417
C104316,22,1970-06-15,SME,UK,0,Low,0.223
C102601,44,1970-06-15,Mass,US,0,Medium,0.028
C101125,27,1970-06-15,Affluent,AE,1,Low,0.224
C101241,33,1970-06-15,Mass,IN,1,Medium,0.285
C104037,72,1970-06-15,Mass,UK,0,Low,0.055
C105372,69,1970-06-15,Mass,AE,1,Low,0.111
C104944,28,1970-06-15,Affluent,US,1,Low,0.079
C105651,19,1970-06-15,Affluent,US,0,Low,0.327
C103351,76,1970-06-15,Mass,US,1,Low,0.373
C100998,51,1970-06-15,Affluent,US,0,Medium,0.317
C104461,31,1970-06-16,Affluent,CA,0,Low,0.446
C103824,23,1970-06-16,Mass,IN,0,Low,0.145
C104031,70,1970-06-16,Mass,US,1,Low,0.056
C102684,22,1970-06-16,Affluent,US,0,Medium,0.141
C105194,61,1970-06-16,Mass,US,1,Low,0.05
C101577,61,1970-06-16,Mass,IN,1,Low,0.076
C103906,39,1970-06-16,Mass,US,1,Low,0.088
C103729,67,1970-06-16,SME,CA,1,Medium,0.029
C103668,48,1970-06-16,Mass,US,1,Medium,0.299
C105742,62,1970-06-16,Affluent,US,0,Medium,0.016
C101826,34,1970-06-16,SME,SG,1,Medium,0.205
C101343,39,1970-06-16,Mass,AE,1,Low,0.401
C105983,71,1970-06-16,Mass,US,0,Low,0.107
C105146,24,1970-06-16,Mass,UK,0,Low,0.009
C104951,37,1970-06-16,Mass,IN,0,Low,0.23
C100440,36,1970-06-16,Mass,US,1,Low,0.14
C105940,33,1970-06-16,Affluent,US,0,Low,0.277
C101100,67,1970-06-16,Affluent,US,1,Low,0.066
C102637,65,1970-06-16,Mass,AE,0,Low,0.202
C104217,75,1970-06-16,Affluent,US,1,Low,0.304
C100649,66,1970-06-16,Mass,US,1,Low,0.164
C101546,75,1970-06-16,SME,CA,1,Low,0.057
C103231,56,1970-06-16,Affluent,AE,0,Low,0.054
C104490,59,1970-06-16,Affluent,US,0,High,0.418
C104556,57,1970-06-17,Mass,UK,1,Medium,0.227
C104573,66,1970-06-17,Mass,US,0,Low,0.165
C104145,24,1970-06-17,Mass,IN,1,Low,0.272
C102852,77,1970-06-17,Mass,SG,1,Medium,0.274
C103503,38,1970-06-17,Mass,UK,1,Low,0.083
C105384,24,1970-06-17,Mass,IN,1,Medium,0.086
C104690,43,1970-06-17,Mass,US,1,Low,0.041
C100630,48,1970-06-17,Mass,AE,0,Low,0.519
C100672,45,1970-06-17,Mass,US,1,Low,0.294
C101249,39,1970-06-17,Mass,IN,1,Low,0.153
C104087,20,1970-06-17,Mass,UK,0,Low,0.032
C100482,27,1970-06-17,Mass,UK,1,Medium,0.244
C101584,55,1970-06-17,Mass,AE,1,Low,0.212
C104233,42,1970-06-17,Mass,US,1,Medium,0.078
C105543,56,1970-06-17,Mass,US,1,Low,0.486
C104204,40,1970-06-17,Mass,AE,1,High,0.202
C101462,42,1970-06-17,Mass,US,1,Low,0.017
C103040,58,1970-06-17,Mass,US,0,Low,0.136
C104470,35,1970-06-17,Mass,UK,1,Low,0.032
C104810,66,1970-06-17,Mass,UK,1,Medium,0.149
C104610,36,1970-06-17,Mass,US,1,High,0.173
C105972,49,1970-06-17,Affluent,UK,1,Low,0.327
C103273,75,1970-06-17,Mass,AE,0,Low,0.281
C103238,64,1970-06-17,Mass,SG,1,Medium,0.063
C103131,45,1970-06-18,Mass,US,0,Low,0.044
C103683,60,1970-06-18,Mass,US,0,Low,0.156
C102578,25,1970-06-18,Mass,UK,1,Low,0.212
C105410,50,1970-06-18,Mass,SG,1,Medium,0.255
C100049,76,1970-06-18,Affluent,SG,0,Medium,0.163
C105125,68,1970-06-18,Mass,US,1,Low,0.46
C104216,40,1970-06-18,Mass,IN,1,Medium,0.129
C100858,48,1970-06-18,SME,AE,1,Low,0.4
C103225,35,1970-06-18,Mass,US,1,Low,0.145
C101072,19,1970-06-18,Mass,AE,0,Low,0.213
C100719,56,1970-06-18,Mass,US,1,Medium,0.072
C102199,48,1970-06-18,Mass,IN,1,Low,0.157
C102631,35,1970-06-18,Mass,IN,1,Low,0.653
C105848,45,1970-06-18,Mass,IN,1,Medium,0.083
C101660,54,1970-06-18,Affluent,SG,0,Low,0.038
C101656,23,1970-06-18,Affluent,US,1,Medium,0.215
C102425,29,1970-06-18,Affluent,US,1,Low,0.211
C105526,55,1970-06-18,Mass,AE,1,Medium,0.175
C105054,56,1970-06-18,Mass,IN,1,Low,0.306
C105965,73,1970-06-18,Affluent,US,1,High,0.059
C104404,74,1970-06-18,Mass,CA,1,Low,0.035
C103097,73,1970-06-18,Affluent,IN,0,Medium,0.147
C103976,46,1970-06-18,Mass,UK,0,Low,0.083
C105366,28,1970-06-18,Affluent,US,0,Low,0.233
C105877,30,1970-06-19,Affluent,US,1,Medium,0.1
C105697,73,1970-06-19,Mass,AE,1,Low,0.172
C103189,73,1970-06-19,Mass,US,0,Low,0.039
C103989,60,1970-06-19,Mass,US,0,Low,0.337
C102934,48,1970-06-19,Affluent,IN,0,Medium,0.188
C104940,41,1970-06-19,SME,SG,0,Low,0.1
C104257,71,1970-06-19,Mass,SG,1,Low,0.046
C102606,34,1970-06-19,Mass,US,1,Low,0.214
C101385,75,1970-06-19,Affluent,SG,1,Low,0.146
C105571,38,1970-06-19,Affluent,AE,1,Low,0.045
C101399,34,1970-06-19,Mass,IN,1,Low,0.147
C101195,40,1970-06-19,Mass,US,0,Low,0.112
C101408,70,1970-06-19,Affluent,US,1,Low,0.178
C101845,24,1970-06-19,Mass,US,1,Low,0.035
C101798,54,1970-06-19,Affluent,US,0,Low,0.104
C103957,50,1970-06-19,SME,US,1,Low,0.331
C101475,56,1970-06-19,SME,UK,1,Low,0.144
C105218,77,1970-06-19,Mass,US,1,Low,0.079
C100035,63,1970-06-19,Affluent,US,0,Medium,0.225
C104864,73,1970-06-19,Mass,US,1,Low,0.07
C102345,55,1970-06-19,Mass,US,1,Medium,0.386
C100444,75,1970-06-19,Affluent,CA,0,Low,0.38
C105356,27,1970-06-19,Mass,IN,1,Low,0.037
C103312,37,1970-06-19,Mass,IN,0,Low,0.35
C102359,58,1970-06-20,Mass,SG,0,Low,0.043
C103006,28,1970-06-20,Affluent,US,0,Low,0.206
C103654,60,1970-06-20,Mass,US,0,Low,0.292
C102206,33,1970-06-20,Mass,US,0,Low,0.202
C104327,42,1970-06-20,Mass,IN,0,High,0.404
C105132,48,1970-06-20,Mass,IN,1,Medium,0.214
C103657,25,1970-06-20,Mass,US,0,High,0.122
C103179,43,1970-06-20,Affluent,US,1,Low,0.249
C103422,70,1970-06-20,Mass,US,0,High,0.202
C101286,53,1970-06-20,Mass,US,0,Low,0.191
C104445,26,1970-06-20,Mass,IN,0,High,0.089
C100349,65,1970-06-20,Mass,UK,0,Low,0.148
C103416,32,1970-06-20,Mass,AE,0,Low,0.455
C102137,53,1970-06-20,Mass,SG,1,Low,0.157
C102691,18,1970-06-20,Mass,AE,1,High,0.268
C102636,71,1970-06-20,Mass,CA,1,Low,0.43
C104016,34,1970-06-20,Mass,IN,0,High,0.235
C101681,52,1970-06-20,Mass,US,1,High,0.145
C105432,77,1970-06-20,Affluent,IN,1,High,0.301
C101692,59,1970-06-20,Mass,CA,1,High,0.248
C104424,73,1970-06-20,Mass,US,1,Low,0.296
C104776,45,1970-06-20,Mass,US,1,Low,0.368
C103635,46,1970-06-20,Mass,CA,1,Medium,0.222
C100372,46,1970-06-20,Mass,UK,0,Low,0.286
C104604,33,1970-06-21,Mass,US,0,Medium,0.179
C100140,58,1970-06-21,Mass,US,0,Low,0.342
C105590,56,1970-06-21,Mass,CA,1,Low,0.119
C100714,59,1970-06-21,Mass,IN,1,Medium,0.035
C103188,73,1970-06-21,Mass,US,1,Low,0.213
C105399,35,1970-06-21,Affluent,SG,0,Low,0.211
C104189,70,1970-06-21,Affluent,UK,1,Low,0.043
C100406,25,1970-06-21,Mass,US,1,Low,0.225
C100020,58,1970-06-21,Mass,US,0,Low,0.022
C101004,21,1970-06-21,Mass,US,1,Low,0.47
C102411,43,1970-06-21,Mass,SG,1,Medium,0.104
C102545,44,1970-06-21,SME,US,1,High,0.1
C102390,73,1970-06-21,Affluent,UK,0,Low,0.149
C104818,37,1970-06-21,Mass,US,1,High,0.186
C100042,72,1970-06-21,Mass,US,0,Low,0.593
C102830,46,1970-06-21,Affluent,US,1,High,0.076
C103371,32,1970-06-21,Mass,US,0,High,0.117
C103022,35,1970-06-21,Mass,US,0,Medium,0.148
C103364,24,1970-06-21,SME,US,1,Low,0.143
C100011,47,1970-06-21,Mass,AE,1,Low,0.413
C101177,40,1970-06-21,Mass,AE,1,Low,0.208
C101947,58,1970-06-21,Affluent,IN,1,Low,0.128
C102501,69,1970-06-21,Mass,SG,1,Low,0.094
C102863,68,1970-06-21,Mass,US,1,Low,0.117
C103865,46,1970-06-22,Mass,UK,0,Medium,0.035
C101026,39,1970-06-22,Mass,US,1,Medium,0.023
C103848,70,1970-06-22,Mass,US,1,Low,0.369
C102989,69,1970-06-22,Mass,UK,1,Low,0.018
C100961,39,1970-06-22,Mass,SG,1,Low,0.136
C102889,61,1970-06-22,Mass,IN,1,Medium,0.161
C103015,19,1970-06-22,Mass,US,1,Low,0.034
C103338,20,1970-06-22,Affluent,IN,0,Low,0.243
C104230,53,1970-06-22,Affluent,UK,1,Low,0.213
C100735,45,1970-06-22,Mass,US,0,High,0.119
C101440,42,1970-06-22,Affluent,US,0,Low,0.365
C102875,43,1970-06-22,Mass,IN,1,Low,0.139
C103986,69,1970-06-22,Mass,AE,1,High,0.085
C100916,70,1970-06-22,Mass,US,0,High,0.177
C105002,52,1970-06-22,Mass,US,0,Low,0.11
C104089,31,1970-06-22,Mass,IN,1,Low,0.127
C105541,50,1970-06-22,Affluent,US,0,Low,0.306
C104685,57,1970-06-22,Mass,US,1,Low,0.171
C102772,33,1970-06-22,Mass,US,1,Low,0.293
C101624,51,1970-06-22,Mass,US,1,Low,0.266
C105669,26,1970-06-22,Mass,AE,1,Low,0.489
C100821,43,1970-06-22,Mass,UK,0,Low,0.043
C101367,67,1970-06-22,Affluent,US,0,Medium,0.172
C103712,62,1970-06-22,SME,AE,0,Low,0.228
C105998,31,1970-06-23,Mass,US,0,Low,0.105
C100850,56,1970-06-23,Mass,US,0,Medium,0.023
C101000,70,1970-06-23,Mass,US,0,Low,0.263
C104652,48,1970-06-23,Mass,US,1,Medium,0.066
C104114,22,1970-06-23,Mass,US,1,Low,0.263
C101637,18,1970-06-23,Affluent,US,0,High,0.096
C101667,51,1970-06-23,Affluent,UK,0,Medium,0.007
C103173,46,1970-06-23,SME,CA,0,Low,0.103
C104560,61,1970-06-23,Mass,AE,1,Low,0.17
C101347,20,1970-06-23,Affluent,AE,1,Low,0.202
C105720,76,1970-06-23,Mass,US,0,Low,0.095
C103230,19,1970-06-23,Mass,US,0,Low,0.269
C104210,23,1970-06-23,Mass,US,0,Low,0.228
C104606,66,1970-06-23,Mass,US,1,Low,0.301
C103232,41,1970-06-23,Affluent,US,1,Low,0.057
C104901,57,1970-06-23,Mass,IN,0,Low,0.502
C100703,34,1970-06-23,Mass,SG,0,Medium,0.234
C104781,59,1970-06-23,Affluent,US,1,Low,0.242
C103291,62,1970-06-23,Mass,US,0,Medium,0.095
C103673,27,1970-06-23,Mass,US,1,High,0.181
C102408,62,1970-06-23,SME,SG,1,Medium,0.009
C101327,35,1970-06-23,Mass,SG,0,Low,0.147
C105586,43,1970-06-23,Mass,UK,1,Medium,0.087
C105696,64,1970-06-23,Affluent,SG,0,Low,0.179
C105008,65,1970-06-24,Affluent,CA,1,Low,0.018
C100986,41,1970-06-24,Mass,US,0,Low,0.294
C105440,52,1970-06-24,Mass,AE,1,Medium,0.029
C105156,51,1970-06-24,Mass,US,0,Low,0.104
C105307,37,1970-06-24,Mass,US,1,Low,0.361
C104049,35,1970-06-24,Mass,SG,1,Medium,0.102
C103485,19,1970-06-24,Mass,US,1,Low,0.387
C102474,68,1970-06-24,SME,UK,1,Low,0.595
C103873,29,1970-06-24,SME,IN,1,Low,0.097
C101198,40,1970-06-24,SME,US,1,Low,0.027
C104181,51,1970-06-24,Mass,UK,0,High,0.163
C101518,72,1970-06-24,Affluent,SG,1,Low,0.079
C101799,19,1970-06-24,Mass,US,1,Low,0.048
C101014,48,1970-06-24,Affluent,US,1,Low,0.159
C100128,39,1970-06-24,Mass,UK,0,Low,0.076
C101364,52,1970-06-24,Mass,AE,0,Medium,0.135
C105507,69,1970-06-24,Mass,IN,1,Medium,0.153
C100891,44,1970-06-24,Mass,UK,1,Low,0.119
C102793,70,1970-06-24,Affluent,IN,1,Low,0.196
C105033,63,1970-06-24,Affluent,US,1,High,0.066
C105715,57,1970-06-24,Mass,UK,1,Low,0.082
C105141,28,1970-06-24,Mass,CA,1,Low,0.208
C103249,23,1970-06-24,Mass,CA,1,High,0.03
C101208,40,1970-06-24,Affluent,US,1,Medium,0.046
C103868,74,1970-06-25,Mass,US,1,Low,0.204
C104065,67,1970-06-25,Mass,US,1,Low,0.01
C105129,64,1970-06-25,SME,US,1,Low,0.355
C101239,22,1970-06-25,Mass,UK,0,Medium,0.203
C102289,68,1970-06-25,Mass,SG,0,Medium,0.131
C102740,30,1970-06-25,Mass,US,1,Low,0.205
C100275,59,1970-06-25,Mass,US,1,Low,0.253
C101035,41,1970-06-25,Mass,IN,1,Medium,0.255
C101229,74,1970-06-25,Mass,US,1,Low,0.101
C101008,46,1970-06-25,Mass,UK,0,Low,0.115
C103828,54,1970-06-25,Affluent,US,0,Low,0.106
C102532,44,1970-06-25,Mass,US,0,Low,0.071
C101058,62,1970-06-25,Mass,US,1,Low,0.148
C105517,53,1970-06-25,Mass,US,0,Low,0.059
C100281,27,1970-06-25,Affluent,US,1,Medium,0.447
C101043,27,1970-06-25,Affluent,AE,1,Medium,0.265
C101316,60,1970-06-25,Affluent,US,0,Low,0.155
C100968,55,1970-06-25,Mass,US,0,Low,0.228
C102381,44,1970-06-25,Affluent,UK,1,Low,0.448
C104787,65,1970-06-25,Mass,US,0,Medium,0.19
C101939,57,1970-06-25,Mass,IN,0,High,0.081
C105201,61,1970-06-25,SME,US,0,Low,0.312
C101274,64,1970-06-25,Mass,IN,0,Low,0.08
C100619,45,1970-06-25,Mass,US,1,Medium,0.131
C104354,34,1970-06-26,Affluent,US,0,Low,0.408
C101742,48,1970-06-26,Mass,AE,1,Low,0.005
C101390,66,1970-06-26,Affluent,AE,0,Low,0.223
C104880,62,1970-06-26,Mass,US,0,Medium,0.252
C101579,32,1970-06-26,Mass,US,1,Low,0.164
C101655,43,1970-06-26,Mass,US,0,Medium,0.307
C103568,38,1970-06-26,Mass,AE,0,Medium,0.093
C102352,45,1970-06-26,SME,US,1,Low,0.012
C102212,57,1970-06-26,Affluent,US,1,Low,0.175
C105963,77,1970-06-26,Mass,SG,0,High,0.402
C103178,42,1970-06-26,Mass,UK,0,Low,0.023
C103192,21,1970-06-26,Mass,UK,1,Low,0.604
C101307,31,1970-06-26,Mass,IN,1,Low,0.058
C100575,18,1970-06-26,Affluent,US,1,Low,0.268
C102360,24,1970-06-26,Mass,UK,1,Low,0.537
C101280,27,1970-06-26,Mass,AE,1,Medium,0.293
C104877,77,1970-06-26,Affluent,US,0,Medium,0.128
C104961,36,1970-06-26,Mass,CA,1,Medium,0.482
C101993,34,1970-06-26,Mass,AE,0,Low,0.048
C102639,44,1970-06-26,Mass,IN,1,Low,0.333
C100269,20,1970-06-26,Mass,UK,0,Low,0.322
C100629,75,1970-06-26,Mass,AE,0,Low,0.252
C104444,68,1970-06-26,Mass,US,0,Low,0.496
C103081,76,1970-06-26,Mass,US,0,High,0.145
C103466,40,1970-06-27,Mass,UK,1,Low,0.142
C105233,51,1970-06-27,Mass,US,1,High,0.493
C104023,20,1970-06-27,Mass,US,1,Medium,0.548
C102046,43,1970-06-27,Mass,UK,1,Low,0.246
C104710,75,1970-06-27,Mass,SG,1,Medium,0.182
C102113,18,1970-06-27,Mass,US,1,Medium,0.266
C100027,77,1970-06-27,Mass,AE,1,Medium,0.113
C102040,20,1970-06-27,Mass,US,1,Low,0.417
C103928,21,1970-06-27,Mass,US,0,Low,0.484
C105421,22,1970-06-27,Mass,US,1,Low,0.333
C103216,33,1970-06-27,Mass,US,1,Low,0.15
C103814,21,1970-06-27,Mass,IN,1,Low,0.111
C100129,66,1970-06-27,SME,US,1,Low,0.157
C104447,21,1970-06-27,Mass,SG,1,Medium,0.042
C105888,48,1970-06-27,Mass,CA,0,Medium,0.162
C100013,51,1970-06-27,SME,US,0,Low,0.061
C105142,65,1970-06-27,Mass,US,0,Low,0.36
C101525,59,1970-06-27,Mass,US,0,Medium,0.211
C102365,46,1970-06-27,Mass,CA,1,Low,0.206
C103052,26,1970-06-27,Mass,IN,1,Medium,0.168
C104005,44,1970-06-27,Affluent,US,1,Medium,0.255
C102340,67,1970-06-27,Mass,SG,1,Medium,0.049
C100374,64,1970-06-27,Mass,US,1,Low,0.079
C104372,76,1970-06-27,Mass,US,0,Low,0.372
C105152,21,1970-06-28,Affluent,US,0,Low,0.281
C100939,38,1970-06-28,Mass,SG,1,Low,0.262
C105744,39,1970-06-28,Mass,US,0,Low,0.121
C102147,18,1970-06-28,Mass,US,1,Low,0.147
C103591,58,1970-06-28,Mass,UK,0,Low,0.183
C105443,47,1970-06-28,Affluent,US,0,Low,0.103
C105041,44,1970-06-28,Mass,SG,1,Low,0.053
C103623,28,1970-06-28,Affluent,CA,1,Low,0.167
C100529,37,1970-06-28,Affluent,US,1,Low,0.07
C103714,42,1970-06-28,Mass,CA,1,Medium,0.143
C101269,33,1970-06-28,Mass,CA,1,Low,0.103
C104281,55,1970-06-28,Mass,UK,0,Low,0.106
C101394,22,1970-06-28,Affluent,IN,1,Low,0.05
C104009,73,1970-06-28,Mass,SG,0,Low,0.025
C101797,50,1970-06-28,Mass,US,1,Low,0.481
C102979,67,1970-06-28,Affluent,US,0,Low,0.048
C101441,64,1970-06-28,Mass,IN,1,Low,0.037
C105296,66,1970-06-28,Mass,US,0,Low,0.132
C105849,56,1970-06-28,Mass,IN,0,High,0.317
C103811,75,1970-06-28,Affluent,AE,0,High,0.415
C101273,70,1970-06-28,Affluent,US,0,High,0.169
C101712,50,1970-06-28,Affluent,IN,1,Low,0.039
C100955,62,1970-06-28,Mass,US,1,Low,0.089
C104442,33,1970-06-28,SME,CA,1,Low,0.213
C104794,41,1970-06-29,Mass,AE,1,Low,0.036
C105376,75,1970-06-29,Mass,US,0,Medium,0.134
C100403,67,1970-06-29,Mass,UK,1,Low,0.204
C102071,33,1970-06-29,SME,CA,0,Low,0.358
C105701,72,1970-06-29,Mass,AE,1,Low,0.178
C101977,67,1970-06-29,Affluent,US,0,Low,0.012
C100158,75,1970-06-29,Mass,IN,1,Low,0.262
C103888,77,1970-06-29,Mass,UK,1,Low,0.148
C100902,21,1970-06-29,Affluent,IN,1,Low,0.063
C100352,63,1970-06-29,Mass,US,0,Low,0.102
C104130,55,1970-06-29,Mass,US,1,Medium,0.212
C100754,62,1970-06-29,Mass,SG,0,Low,0.201
C102971,48,1970-06-29,Mass,UK,1,Low,0.329
C105970,47,1970-06-29,Affluent,UK,1,Low,0.031
C102920,48,1970-06-29,Affluent,UK,0,Low,0.033
C100311,48,1970-06-29,Mass,US,0,Low,0.07
C100661,37,1970-06-29,Mass,CA,1,Low,0.153
C101989,40,1970-06-29,Mass,US,1,Low,0.102
C103665,70,1970-06-29,SME,US,0,Low,0.206
C100306,59,1970-06-29,Affluent,US,1,Medium,0.111
C102335,73,1970-06-29,Mass,US,1,High,0.21
C102356,28,1970-06-29,Mass,US,1,Low,0.182
C103702,45,1970-06-29,Mass,US,1,Low,0.087
C103804,53,1970-06-29,Mass,AE,1,Medium,0.42
C101927,52,1970-06-30,Mass,US,1,Low,0.056
C103427,24,1970-06-30,Mass,UK,0,Medium,0.246
C100749,62,1970-06-30,Mass,UK,1,Low,0.291
C103638,60,1970-06-30,Mass,US,1,High,0.213
C105243,61,1970-06-30,Mass,UK,1,Low,0.35
C101266,37,1970-06-30,Mass,US,1,Low,0.218
C105917,21,1970-06-30,SME,AE,1,Low,0.379
C105299,24,1970-06-30,Mass,US,1,Low,0.056
C103595,66,1970-06-30,Mass,US,1,High,0.088
C102134,27,1970-06-30,Affluent,UK,1,Low,0.129
C104109,77,1970-06-30,Mass,US,0,Medium,0.277
C100514,63,1970-06-30,Affluent,IN,1,Low,0.079
C105361,43,1970-06-30,Affluent,US,1,Low,0.069
C100409,44,1970-06-30,Mass,US,1,Medium,0.272
C104475,48,1970-06-30,Mass,AE,0,Low,0.035
C105975,25,1970-06-30,Mass,IN,1,Medium,0.365
C105930,74,1970-06-30,SME,IN,1,Low,0.207
C105193,31,1970-06-30,Mass,US,1,Low,0.147
C100207,60,1970-06-30,Mass,AE,1,Low,0.326
C100458,36,1970-06-30,Mass,US,0,Low,0.079
C102054,62,1970-06-30,SME,US,0,Low,0.017
C102430,44,1970-06-30,Mass,CA,0,Medium,0.183
C100250,64,1970-06-30,Mass,US,1,High,0.224
C105119,18,1970-06-30,Mass,US,1,Low,0.352
C101107,46,1970-07-01,Mass,UK,1,Low,0.203
C104862,27,1970-07-01,Mass,AE,1,Low,0.01
C101713,42,1970-07-01,Mass,US,1,Low,0.165
C103911,37,1970-07-01,Mass,IN,1,Low,0.204
C100715,55,1970-07-01,Mass,UK,1,Low,0.379
C100552,34,1970-07-01,Mass,IN,0,High,0.219
C101439,54,1970-07-01,Mass,UK,1,Medium,0.588
C102270,68,1970-07-01,Mass,UK,1,Low,0.151
C103144,28,1970-07-01,Mass,AE,0,Low,0.203
C105743,44,1970-07-01,Mass,US,1,Medium,0.146
C101925,53,1970-07-01,Affluent,UK,1,Low,0.091
C100634,23,1970-07-01,Affluent,CA,0,Medium,0.053
C100316,30,1970-07-01,Mass,IN,1,Low,0.113
C105636,19,1970-07-01,Mass,IN,1,Medium,0.077
C100427,36,1970-07-01,Affluent,AE,1,Low,0.011
C104453,41,1970-07-01,Affluent,US,1,Low,0.146
C100105,68,1970-07-01,Mass,US,1,Low,0.451
C103041,30,1970-07-01,Mass,IN,0,Low,0.004
C104238,60,1970-07-01,Mass,SG,0,Low,0.224
C102169,42,1970-07-01,Affluent,UK,0,Low,0.376
C101709,68,1970-07-01,Mass,US,1,Medium,0.517
C100089,52,1970-07-01,Mass,IN,0,Low,0.079
C102241,61,1970-07-01,Mass,UK,1,Low,0.568
C103174,54,1970-07-01,Mass,IN,1,Low,0.48
C104478,68,1970-07-02,Mass,US,1,Low,0.112
C101949,23,1970-07-02,Mass,AE,0,Low,0.275
C104044,46,1970-07-02,Mass,UK,1,Low,0.422
C102848,53,1970-07-02,Mass,IN,0,Low,0.069
C100001,64,1970-07-02,Mass,IN,1,Low,0.279
C104337,26,1970-07-02,Mass,SG,0,Low,0.132
C100935,63,1970-07-02,Mass,US,1,Low,0.048
C105133,66,1970-07-02,Mass,SG,1,Low,0.306
C102720,68,1970-07-02,Mass,IN,1,Low,0.253
C100591,41,1970-07-02,Mass,IN,0,Medium,0.147
C104908,74,1970-07-02,Mass,IN,1,Medium,0.108
C102936,47,1970-07-02,Mass,UK,0,Low,0.124
C102448,67,1970-07-02,SME,US,1,High,0.149
C101576,73,1970-07-02,SME,US,1,Low,0.188
C105004,57,1970-07-02,Mass,CA,1,Medium,0.462
C100213,67,1970-07-02,Mass,US,0,Low,0.351
C100778,19,1970-07-02,Mass,UK,1,Low,0.062
C103496,18,1970-07-02,Mass,US,0,Low,0.173
C104705,19,1970-07-02,Mass,SG,0,Low,0.448
C102043,28,1970-07-02,Mass,UK,1,Low,0.075
C105438,40,1970-07-02,Affluent,IN,0,Medium,0.176
C101567,29,1970-07-02,Mass,US,0,Low,0.088
C100165,24,1970-07-02,Mass,US,0,Low,0.27
C103566,32,1970-07-02,Mass,US,1,Medium,0.04
C104590,23,1970-07-03,Mass,IN,0,Medium,0.118
C102013,47,1970-07-03,Mass,IN,0,High,0.071
C100273,65,1970-07-03,Mass,SG,1,Low,0.072
C103860,41,1970-07-03,SME,US,1,High,0.183
C104167,76,1970-07-03,Mass,US,1,Low,0.047
C104788,21,1970-07-03,Mass,IN,1,Low,0.3
C103788,76,1970-07-03,Mass,US,0,Low,0.02
C100394,47,1970-07-03,Mass,US,1,High,0.209
C100583,76,1970-07-03,Mass,IN,1,Medium,0.173
C105980,49,1970-07-03,Mass,IN,1,Low,0.151
C105564,74,1970-07-03,Mass,AE,1,Medium,0.053
C105740,76,1970-07-03,Mass,US,0,Low,0.363
C100520,28,1970-07-03,Mass,IN,1,High,0.019
C101763,50,1970-07-03,Affluent,US,1,Low,0.025
C101875,56,1970-07-03,Mass,IN,1,Low,0.149
C103965,73,1970-07-03,Mass,UK,1,Medium,0.085
C103344,19,1970-07-03,Mass,UK,1,Low,0.154
C102253,37,1970-07-03,Mass,UK,1,High,0.102
C103224,64,1970-07-03,Mass,US,1,Low,0.24
