transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score_x,is_night_flag,alert_generated,fraud_label,customer_match,merchant_match,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score,merchant_category,merchant_risk_score_y,channel_default,risk_score_v2,risk_category_v2,recommended_action,sla_priority,top_reason_codes,reason_code_1,reason_code_2,reason_code_3,reason_codes
T9056577,2025-03-21 13:43:00,C104265,M104265,P2P,115.17,US,3,0.079,0,1,5,63.3,0.137,1,0,0,True,True,19.0,1970-07-09,SME,US,1.0,Low,0.251,Luxury,0.054,Card Present,36.4898,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Geographic anomaly']",Night-time transaction,High-risk transaction channel,Geographic anomaly,Night-time transaction | High-risk transaction channel | Geographic anomaly
T9013400,2025-02-12 21:16:00,C104266,M104266,Online Banking,10.81,CA,21,0.4,0,0,4,1.1,0.201,0,0,0,True,True,61.0,1970-03-15,Affluent,US,1.0,Low,0.206,Electronics,0.259,Card Present,2.14665,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9002493,2025-02-10 22:05:00,C104267,M104267,Card Present,175.02,US,22,0.272,0,2,4,22.6,0.19,0,0,0,True,True,50.0,1970-03-10,Mass,US,1.0,Low,0.119,Travel,0.458,Wire,14.435500000000001,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9011316,2025-01-08 17:32:00,C104268,M104268,Online Banking,52.75,AE,4,0.221,1,1,2,1.5,0.263,1,0,0,False,True,,,,,,,,Utilities,0.269,Wire,37.117200000000004,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'Higher-risk merchant category']",New device activity,Night-time transaction,Higher-risk merchant category,New device activity | Night-time transaction | Higher-risk merchant category
T9035124,2025-01-19 23:27:00,C104269,M104269,Card Present,217.98,UK,19,0.348,0,0,4,47.4,0.461,0,0,0,True,True,18.0,1970-02-06,Mass,US,0.0,Medium,0.047,Grocery,0.193,P2P,2.86715,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Geographic anomaly']",Elevated merchant risk,Geographic anomaly,,Elevated merchant risk | Geographic anomaly
T9002480,2025-02-09 21:31:00,C104270,M104270,Online Banking,46.17,US,22,0.424,0,0,4,4.8,0.072,0,0,0,True,True,40.0,1970-04-23,Affluent,US,1.0,High,0.544,Luxury,0.073,Card Not Present,2.1888,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9006100,2025-03-17 10:49:00,C104271,M104271,Wire,33.0,US,2,0.255,0,1,2,8.7,0.625,1,0,0,True,True,52.0,1970-01-04,Mass,US,1.0,Low,0.171,Luxury,0.097,Card Present,34.288,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Elevated merchant risk']",Night-time transaction,High-risk transaction channel,Elevated merchant risk,Night-time transaction | High-risk transaction channel | Elevated merchant risk
T9051716,2025-03-18 05:49:00,C104272,M104272,Online Banking,121.75,UK,3,0.377,0,0,3,35.4,0.12,1,0,0,True,True,26.0,1970-05-21,Mass,US,1.0,Medium,0.129,Luxury,0.068,Wire,14.14325,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9015719,2025-03-02 23:06:00,C104273,M104273,Card Present,46.88,UK,9,0.28,0,0,2,59.1,0.229,0,0,0,True,True,76.0,1970-04-08,Mass,US,0.0,Medium,0.32,Utilities,0.121,P2P,1.99085,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9005692,2025-04-07 07:13:00,C104274,M104274,Card Present,36.17,US,14,0.283,0,0,1,9.6,0.378,0,0,0,True,True,24.0,1970-02-08,Mass,SG,0.0,Medium,0.035,Electronics,0.117,P2P,0.7714500000000001,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated merchant risk'],Elevated merchant risk,,,Elevated merchant risk
T9024755,2025-01-01 20:57:00,C104275,M104275,Card Present,13.34,US,10,0.189,1,2,4,16.7,0.216,0,0,1,True,True,43.0,1970-02-06,Affluent,CA,0.0,Low,0.305,Digital Wallet,0.068,Wire,32.33015,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'High short-term transaction velocity']",New device activity,High short-term transaction velocity,,New device activity | High short-term transaction velocity
T9049095,2025-04-04 04:38:00,C104276,M104276,Card Present,20.96,IN,14,0.289,0,0,2,18.3,0.114,0,0,0,False,True,,,,,,,,Luxury,0.632,P2P,1.36385,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9018893,2025-04-16 06:17:00,C104277,M104277,Card Not Present,61.29,UK,2,0.038,0,0,3,68.2,0.121,1,0,0,True,True,40.0,1970-07-20,SME,US,0.0,Low,0.287,Marketplace,0.063,Online Banking,14.55065,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Geographic anomaly']",Night-time transaction,Geographic anomaly,,Night-time transaction | Geographic anomaly
T9004672,2025-03-04 08:02:00,C104278,M104278,Online Banking,20.95,IN,7,0.664,0,2,3,1.5,0.111,0,0,0,True,True,30.0,1970-07-13,Affluent,US,1.0,Low,0.136,Grocery,0.45,Card Present,13.705150000000001,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity']",Elevated device risk,High short-term transaction velocity,,Elevated device risk | High short-term transaction velocity
T9030245,2025-01-13 13:55:00,C104279,M104279,Card Present,3.38,AE,7,0.424,0,0,3,10.6,0.449,0,0,0,True,True,21.0,1970-04-29,Mass,SG,1.0,High,0.222,Telecom,0.162,Card Present,1.8323500000000001,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Elevated merchant risk']",Elevated device risk,Elevated merchant risk,,Elevated device risk | Elevated merchant risk
T9064123,2025-01-06 21:27:00,C104280,M104280,Online Banking,22.01,US,5,0.346,0,3,7,10.8,0.618,1,0,0,True,True,56.0,1970-02-16,Mass,AE,1.0,Low,0.22,Luxury,0.067,Online Banking,33.8412,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated merchant risk', 'High short-term transaction velocity']",Night-time transaction,Elevated merchant risk,High short-term transaction velocity,Night-time transaction | Elevated merchant risk | High short-term transaction velocity
T9015632,2025-01-02 01:14:00,C104281,M104281,Online Banking,58.94,US,1,0.321,0,0,3,34.3,0.068,1,0,0,True,True,55.0,1970-06-28,Mass,UK,0.0,Low,0.106,Utilities,0.08,P2P,14.10495,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Higher-risk merchant category']",Night-time transaction,Higher-risk merchant category,,Night-time transaction | Higher-risk merchant category
T9048468,2025-04-22 04:12:00,C104282,M104282,Wire,50.69,US,15,0.549,0,0,1,40.3,0.295,0,0,0,False,True,,,,,,,,Gaming,0.134,Card Not Present,16.286,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated device risk', 'Geographic anomaly']",High-risk transaction channel,Elevated device risk,Geographic anomaly,High-risk transaction channel | Elevated device risk | Geographic anomaly
T9039616,2025-01-25 20:54:00,C104283,M104283,Card Not Present,22.91,US,14,0.504,0,2,4,4.8,0.474,0,0,0,True,True,20.0,1970-05-21,Mass,IN,1.0,Medium,0.307,Utilities,0.147,Card Not Present,14.2691,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Elevated merchant risk', 'High short-term transaction velocity']",Elevated device risk,Elevated merchant risk,High short-term transaction velocity,Elevated device risk | Elevated merchant risk | High short-term transaction velocity
T9043598,2025-01-28 12:44:00,C104284,M104284,Card Not Present,160.3,US,21,0.463,1,0,1,8.0,0.078,0,0,0,True,True,31.0,1970-01-20,Mass,UK,0.0,Medium,0.449,Luxury,0.201,P2P,18.74745,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Elevated device risk']",New device activity,Elevated device risk,,New device activity | Elevated device risk
T9005227,2025-03-01 16:40:00,C104285,M104285,Online Banking,188.38,UK,23,0.245,1,0,1,5.5,0.291,1,0,0,False,True,,,,,,,,Marketplace,0.213,Card Present,30.6874,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction']",New device activity,Night-time transaction,,New device activity | Night-time transaction
T9017876,2025-01-17 03:12:00,C104286,M104286,P2P,36.99,SG,0,0.165,0,0,2,75.7,0.021,1,0,0,True,True,75.0,1970-07-08,Mass,US,1.0,Low,0.04,Grocery,0.168,Card Not Present,29.1799,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Geographic anomaly']",Night-time transaction,High-risk transaction channel,Geographic anomaly,Night-time transaction | High-risk transaction channel | Geographic anomaly
T9025736,2025-04-01 11:12:00,C104287,M104287,Card Present,153.31,US,2,0.313,0,0,6,34.8,0.377,1,0,0,True,True,55.0,1970-05-23,Mass,US,1.0,Medium,0.253,Fuel,0.354,Card Present,15.6568,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated merchant risk', 'Higher-risk merchant category']",Night-time transaction,Elevated merchant risk,Higher-risk merchant category,Night-time transaction | Elevated merchant risk | Higher-risk merchant category
T9019478,2025-01-28 16:33:00,C104288,M104288,P2P,81.67,US,17,0.433,0,1,1,20.5,0.08,0,0,1,True,True,57.0,1970-01-04,Affluent,IN,1.0,Medium,0.187,Gaming,0.033,Wire,21.92775,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated device risk', 'Higher-risk merchant category']",High-risk transaction channel,Elevated device risk,Higher-risk merchant category,High-risk transaction channel | Elevated device risk | Higher-risk merchant category
T9006481,2025-02-12 05:21:00,C104289,M104289,P2P,52.89,IN,9,0.509,0,0,0,37.1,0.487,0,0,0,False,True,,,,,,,,Electronics,0.053,Card Present,15.7568,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated device risk', 'Elevated merchant risk']",High-risk transaction channel,Elevated device risk,Elevated merchant risk,High-risk transaction channel | Elevated device risk | Elevated merchant risk
T9030660,2025-01-30 03:50:00,C104290,M104290,Card Present,58.51,US,16,0.347,1,3,5,16.0,0.247,0,0,0,True,True,37.0,1970-06-08,Mass,US,1.0,Medium,0.019,Telecom,0.198,P2P,38.863800000000005,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'High short-term transaction velocity']",New device activity,High short-term transaction velocity,,New device activity | High short-term transaction velocity
T9029987,2025-01-14 16:39:00,C104291,M104291,Card Not Present,52.7,US,22,0.27,0,0,4,4.5,0.213,0,0,0,True,True,20.0,1970-05-25,Mass,IN,1.0,Low,0.27,Telecom,0.319,Online Banking,2.16695,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9064559,2025-01-17 21:36:00,C104292,M104292,P2P,53.39,US,5,0.578,0,3,5,5.5,0.183,1,0,0,True,True,72.0,1970-02-21,Affluent,CA,0.0,Low,0.213,Gaming,0.686,Card Not Present,47.75445,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Elevated device risk']",Night-time transaction,High-risk transaction channel,Elevated device risk,Night-time transaction | High-risk transaction channel | Elevated device risk
T9036662,2025-03-25 03:09:00,C104293,M104293,Online Banking,43.55,US,7,0.29,0,0,3,37.9,0.365,0,0,0,True,True,59.0,1970-04-27,Mass,AE,0.0,Low,0.242,Utilities,0.376,Online Banking,2.1957500000000003,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Higher-risk merchant category']",Elevated merchant risk,Higher-risk merchant category,,Elevated merchant risk | Higher-risk merchant category
T9047637,2025-03-18 13:42:00,C104294,M104294,Online Banking,59.03,US,7,0.3,1,0,5,19.9,0.145,0,0,0,True,True,28.0,1970-06-14,Mass,UK,0.0,Low,0.302,Travel,0.181,Card Present,20.89525,Low Risk,Monitor / sample audit,Weekly monitoring,['New device activity'],New device activity,,,New device activity
T9046655,2025-01-25 19:16:00,C104295,M104295,Card Not Present,16.25,UK,7,0.199,1,1,1,5.2,0.281,0,0,0,True,True,61.0,1970-05-29,Mass,AE,0.0,Low,0.069,Fuel,0.427,Card Present,24.6699,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Higher-risk merchant category']",New device activity,Higher-risk merchant category,,New device activity | Higher-risk merchant category
T9051145,2025-03-07 20:45:00,C104296,M104296,P2P,41.51,UK,16,0.36,0,1,5,27.0,0.218,0,0,0,True,True,39.0,1970-05-07,Mass,US,0.0,Medium,0.333,Telecom,0.378,Card Not Present,24.0277,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9002579,2025-02-27 01:26:00,C104297,M104297,P2P,24.52,IN,23,0.102,0,0,1,15.8,0.074,1,0,0,False,True,,,,,,,,Electronics,0.292,Card Present,27.773600000000002,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel']",Night-time transaction,High-risk transaction channel,,Night-time transaction | High-risk transaction channel
T9033748,2025-04-04 05:06:00,C104298,M104298,P2P,9.51,UK,9,0.083,0,0,3,0.5,0.188,0,0,0,False,True,,,,,,,,Utilities,0.114,Card Present,16.55645,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Higher-risk merchant category']",High-risk transaction channel,Higher-risk merchant category,,High-risk transaction channel | Higher-risk merchant category
T9014420,2025-02-11 02:54:00,C104299,M104299,Card Not Present,16.76,CA,2,0.442,0,1,3,16.8,0.073,1,0,0,True,True,62.0,1970-03-10,Mass,IN,1.0,Low,0.056,Gaming,0.513,Online Banking,19.87345,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk', 'Higher-risk merchant category']",Night-time transaction,Elevated device risk,Higher-risk merchant category,Night-time transaction | Elevated device risk | Higher-risk merchant category
T9014277,2025-03-05 08:19:00,C104300,M104300,Card Present,60.87,US,20,0.237,0,2,6,10.0,0.449,0,0,0,False,True,,,,,,,,Digital Wallet,0.313,Card Not Present,15.2766,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'High short-term transaction velocity']",Elevated merchant risk,High short-term transaction velocity,,Elevated merchant risk | High short-term transaction velocity
T9056480,2025-01-13 15:41:00,C104301,M104301,Card Present,89.42,SG,4,0.452,1,2,3,8.3,0.316,1,0,0,True,True,40.0,1970-02-11,SME,UK,1.0,Low,0.229,Utilities,0.08,Online Banking,43.78489999999999,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'Elevated device risk']",New device activity,Night-time transaction,Elevated device risk,New device activity | Night-time transaction | Elevated device risk
T9024221,2025-03-28 12:10:00,C104302,M104302,Card Present,161.05,US,19,0.742,0,1,2,12.0,0.259,0,0,0,True,True,69.0,1970-04-04,Mass,SG,1.0,Low,0.046,Fuel,0.213,Online Banking,7.40435,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Higher-risk merchant category']",Elevated device risk,Higher-risk merchant category,,Elevated device risk | Higher-risk merchant category
T9057814,2025-03-01 15:33:00,C104303,M104303,Card Not Present,28.8,US,19,0.303,0,0,3,3.1,0.176,0,0,0,True,True,33.0,1970-05-27,Mass,US,1.0,Medium,0.117,Fuel,0.225,Wire,1.64865,Low Risk,Monitor / sample audit,Weekly monitoring,['Higher-risk merchant category'],Higher-risk merchant category,,,Higher-risk merchant category
T9042990,2025-04-17 05:09:00,C104304,M104304,Card Present,264.81,BR,19,0.344,0,1,5,1370.6,0.191,0,0,0,True,True,69.0,1970-05-16,Mass,US,1.0,Medium,0.194,Utilities,0.08,Card Present,29.17365,Medium Risk,Analyst review,Review within 24 hours,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9002949,2025-02-24 12:47:00,C104305,M104305,Card Present,166.58,AE,16,0.151,0,2,4,11.7,0.469,0,0,0,True,True,35.0,1970-06-15,Mass,US,1.0,Low,0.168,Grocery,0.366,Card Present,14.2836,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'High short-term transaction velocity']",Elevated merchant risk,High short-term transaction velocity,,Elevated merchant risk | High short-term transaction velocity
T9053584,2025-02-19 18:49:00,C104306,M104306,P2P,160.33,US,13,0.387,0,1,1,4.1,0.213,0,0,0,True,True,50.0,1970-04-14,Mass,US,1.0,Medium,0.194,Utilities,0.244,Card Present,21.6902,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Higher-risk merchant category']",High-risk transaction channel,Higher-risk merchant category,,High-risk transaction channel | Higher-risk merchant category
T9007844,2025-02-24 23:36:00,C104307,M104307,Card Present,12.56,AE,9,0.334,0,0,1,7.1,0.06,0,0,0,True,True,76.0,1970-01-17,Mass,US,0.0,Low,0.082,Telecom,0.332,Wire,0.6990000000000001,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9046811,2025-04-11 10:07:00,C104308,M104308,P2P,33.43,US,12,0.267,0,0,2,29.1,0.397,0,0,0,True,True,27.0,1970-03-29,Mass,US,1.0,Low,0.077,Electronics,0.291,Wire,16.5628,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated merchant risk']",High-risk transaction channel,Elevated merchant risk,,High-risk transaction channel | Elevated merchant risk
T9016742,2025-03-11 01:33:00,C104309,M104309,Card Not Present,174.63,US,17,0.191,0,2,3,119.0,0.117,0,0,0,True,True,71.0,1970-04-06,Mass,IN,1.0,Medium,0.164,Electronics,0.299,Card Present,15.3503,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Geographic anomaly']",High short-term transaction velocity,Geographic anomaly,,High short-term transaction velocity | Geographic anomaly
T9020632,2025-02-02 04:48:00,C104310,M104310,Card Not Present,213.9,US,11,0.198,1,3,5,5.1,0.137,0,0,0,True,True,29.0,1970-01-12,Affluent,US,1.0,Low,0.285,Fuel,0.165,Card Present,38.64655,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'High short-term transaction velocity', 'Higher-risk merchant category']",New device activity,High short-term transaction velocity,Higher-risk merchant category,New device activity | High short-term transaction velocity | Higher-risk merchant category
T9030965,2025-03-27 00:16:00,C104311,M104311,P2P,181.33,US,12,0.28,0,1,3,26.3,0.332,0,0,0,True,True,27.0,1970-07-08,Affluent,US,1.0,Low,0.074,Utilities,0.397,Card Not Present,23.0143,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Higher-risk merchant category']",High-risk transaction channel,Higher-risk merchant category,,High-risk transaction channel | Higher-risk merchant category
T9053345,2025-02-18 20:27:00,C104312,M104312,Card Present,5.38,US,23,0.305,0,1,5,22.8,0.163,1,0,0,False,True,,,,,,,,Luxury,0.241,P2P,20.9427,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9036865,2025-02-06 23:24:00,C104313,M104313,Card Present,75.3,US,1,0.188,0,0,3,7.9,0.08,1,0,0,True,True,26.0,1970-03-18,Mass,IN,1.0,Medium,0.169,Travel,0.625,Card Present,13.677499999999998,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9039014,2025-03-19 15:06:00,C104314,M104314,Online Banking,253.16,US,2,0.454,1,0,1,4.1,0.442,1,0,0,True,True,68.0,1970-04-09,Mass,IN,0.0,Medium,0.3,Grocery,0.329,P2P,30.7413,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'Elevated device risk']",New device activity,Night-time transaction,Elevated device risk,New device activity | Night-time transaction | Elevated device risk
T9063909,2025-03-08 14:06:00,C104315,M104315,Wire,30.2,US,20,0.134,0,1,5,16.0,0.094,0,0,0,True,True,69.0,1970-05-10,Affluent,US,1.0,High,0.156,Grocery,0.071,P2P,23.787599999999998,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9011186,2025-01-28 23:09:00,C104316,M104316,Online Banking,168.68,US,21,0.189,0,2,5,0.9,0.23,0,0,0,True,True,22.0,1970-06-15,SME,UK,0.0,Low,0.223,Grocery,0.176,Wire,14.59525,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9062589,2025-04-16 17:17:00,C104317,M104317,Card Not Present,53.27,US,19,0.41,0,1,4,16.9,0.229,0,0,0,True,True,41.0,1970-01-18,Affluent,UK,1.0,Medium,0.103,Digital Wallet,0.508,Card Not Present,8.39035,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9024954,2025-01-16 04:51:00,C104318,M104318,Online Banking,65.9,UK,5,0.181,0,1,2,30.1,0.632,1,0,0,True,True,67.0,1970-04-18,Mass,AE,1.0,Medium,0.119,Grocery,0.191,Wire,19.59155,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated merchant risk']",Night-time transaction,Elevated merchant risk,,Night-time transaction | Elevated merchant risk
T9048587,2025-02-24 02:32:00,C104319,M104319,Card Not Present,90.7,DE,1,0.51,0,0,2,1377.1,0.175,1,1,1,True,True,69.0,1970-04-10,Mass,IN,1.0,Low,0.209,Telecom,0.138,Wire,33.810249999999996,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated device risk', 'Geographic anomaly']",Night-time transaction,Elevated device risk,Geographic anomaly,Night-time transaction | Elevated device risk | Geographic anomaly
T9055551,2025-04-18 16:50:00,C104320,M104320,Online Banking,67.4,AE,5,0.149,0,2,3,29.7,0.483,1,0,0,True,True,60.0,1970-05-26,Mass,AE,1.0,Low,0.146,Luxury,0.078,Wire,26.0552,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated merchant risk', 'High short-term transaction velocity']",Night-time transaction,Elevated merchant risk,High short-term transaction velocity,Night-time transaction | Elevated merchant risk | High short-term transaction velocity
T9054082,2025-03-21 04:52:00,C104321,M104321,Wire,19.35,US,9,0.092,0,0,3,2.0,0.359,0,0,0,True,True,64.0,1970-07-11,Affluent,US,0.0,Medium,0.022,Marketplace,0.078,Wire,16.60685,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9051557,2025-04-11 09:35:00,C104322,M104322,Card Present,12.83,AE,0,0.289,0,1,3,21.4,0.158,1,0,0,True,True,71.0,1970-02-08,Mass,AE,0.0,Medium,0.242,Gaming,0.159,P2P,19.916950000000003,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Higher-risk merchant category']",Night-time transaction,Higher-risk merchant category,,Night-time transaction | Higher-risk merchant category
T9005367,2025-04-18 00:01:00,C104323,M104323,Card Not Present,81.8,NG,2,0.525,0,0,1,1421.0,0.609,1,0,0,True,True,60.0,1970-04-24,Affluent,US,1.0,Low,0.349,Fuel,0.474,Card Not Present,34.0376,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated device risk', 'Elevated merchant risk']",Night-time transaction,Elevated device risk,Elevated merchant risk,Night-time transaction | Elevated device risk | Elevated merchant risk
T9029874,2025-01-29 22:54:00,C104324,M104324,Card Present,627.67,US,4,0.637,0,1,2,5.3,0.329,1,0,0,False,True,,,,,,,,Grocery,0.286,Online Banking,19.2881,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk']",Night-time transaction,Elevated device risk,,Night-time transaction | Elevated device risk
T9051264,2025-02-19 02:04:00,C104325,M104325,Card Present,35.22,UK,16,0.295,0,4,5,21.0,0.171,0,0,0,True,True,49.0,1970-01-13,Mass,AE,1.0,Low,0.11,Utilities,0.355,Wire,26.9144,Medium Risk,Analyst review,Review within 24 hours,"['High short-term transaction velocity', 'Higher-risk merchant category']",High short-term transaction velocity,Higher-risk merchant category,,High short-term transaction velocity | Higher-risk merchant category
T9025228,2025-02-24 20:12:00,C104326,M104326,Card Not Present,237.94,AE,7,0.169,0,0,1,17.6,0.319,0,0,0,True,True,45.0,1970-06-08,Mass,SG,1.0,Medium,0.157,Grocery,0.183,Wire,0.8541,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9013933,2025-03-22 05:09:00,C104327,M104327,Card Not Present,127.51,IN,11,0.252,0,0,2,35.8,0.39,0,0,0,True,True,42.0,1970-06-20,Mass,IN,0.0,High,0.404,Utilities,0.221,Card Not Present,1.6584999999999999,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Higher-risk merchant category']",Elevated merchant risk,Higher-risk merchant category,,Elevated merchant risk | Higher-risk merchant category
T9040981,2025-03-27 14:59:00,C104328,M104328,Online Banking,271.91,US,15,0.357,0,0,5,63.6,0.609,0,0,0,True,True,65.0,1970-04-08,Mass,SG,1.0,Low,0.189,Gaming,0.451,Wire,3.6346,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Geographic anomaly', 'Higher-risk merchant category']",Elevated merchant risk,Geographic anomaly,Higher-risk merchant category,Elevated merchant risk | Geographic anomaly | Higher-risk merchant category
T9055983,2025-03-17 18:58:00,C104329,M104329,Card Not Present,6.6,IN,17,0.266,0,5,6,39.6,0.377,0,0,1,True,True,65.0,1970-05-31,Mass,IN,0.0,Low,0.074,Grocery,0.266,Wire,33.71705,Medium Risk,Analyst review,Review within 24 hours,"['Elevated merchant risk', 'High short-term transaction velocity', 'Geographic anomaly']",Elevated merchant risk,High short-term transaction velocity,Geographic anomaly,Elevated merchant risk | High short-term transaction velocity | Geographic anomaly
T9041472,2025-03-12 08:20:00,C104330,M104330,Online Banking,197.51,IN,12,0.137,0,1,4,26.3,0.117,0,0,0,False,True,,,,,,,,Gaming,0.046,Online Banking,8.4463,Low Risk,Monitor / sample audit,Weekly monitoring,['Higher-risk merchant category'],Higher-risk merchant category,,,Higher-risk merchant category
T9034989,2025-03-10 05:52:00,C104331,M104331,Online Banking,77.19,SG,11,0.325,0,0,4,48.3,0.44,0,0,0,True,True,50.0,1970-05-25,Mass,US,1.0,Low,0.113,Luxury,0.521,Wire,2.87175,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Geographic anomaly']",Elevated merchant risk,Geographic anomaly,,Elevated merchant risk | Geographic anomaly
T9056963,2025-01-06 06:42:00,C104332,M104332,P2P,257.27,US,11,0.155,0,1,2,11.6,0.295,0,0,0,True,True,20.0,1970-05-14,Affluent,US,0.0,Low,0.15,Digital Wallet,0.66,Card Not Present,22.257,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9014384,2025-02-10 11:41:00,C104333,M104333,Card Not Present,8.42,AE,9,0.257,0,1,3,7.1,0.012,0,0,0,True,True,36.0,1970-01-20,Mass,US,1.0,Low,0.195,Luxury,0.143,Card Not Present,7.672549999999999,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
