transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score,is_night_flag,alert_generated,fraud_label
T9039554,2025-03-19 16:30:00,C103722,M103722,Wire,149.73,IN,0,0.078,0,2,6,2.7,0.513,1,0,0
T9054753,2025-01-10 12:03:00,C103723,M103723,Card Present,74.74,UK,10,0.313,0,2,4,17.9,0.269,0,0,0
T9036960,2025-02-07 19:06:00,C103724,M103724,P2P,146.44,UK,16,0.503,1,0,0,6.5,0.063,0,0,0
T9009645,2025-03-09 06:42:00,C103725,M103725,Card Present,132.39,US,3,0.293,0,2,4,11.0,0.058,1,0,0
T9042047,2025-03-21 19:27:00,C103726,M103726,Card Not Present,542.52,IN,11,0.725,0,1,2,6.2,0.44,0,0,0
T9049679,2025-03-07 09:36:00,C103727,M103727,Card Not Present,29.95,IN,4,0.714,0,0,1,10.7,0.101,1,0,0
T9028492,2025-03-06 22:05:00,C103728,M103728,Card Not Present,74.86,US,21,0.081,0,0,3,28.3,0.209,0,0,0
T9040784,2025-04-15 14:40:00,C103729,M103729,Card Present,17.71,US,19,0.22,1,0,0,45.2,0.286,0,0,0
T9042109,2025-03-23 08:24:00,C103730,M103730,Card Present,109.75,US,15,0.088,0,0,5,4.8,0.143,0,0,0
T9023881,2025-03-26 16:29:00,C103731,M103731,Card Not Present,7.38,US,4,0.201,0,3,6,2.8,0.415,1,0,0
T9025598,2025-02-11 19:18:00,C103732,M103732,Card Present,34.28,CA,13,0.046,1,1,5,6.5,0.249,0,0,0
T9063177,2025-02-07 07:45:00,C103733,M103733,Online Banking,127.32,US,23,0.29,0,1,2,59.1,0.458,1,0,0
T9064057,2025-04-03 03:44:00,C103734,M103734,Card Present,18.39,UK,20,0.128,0,1,3,5.5,0.046,0,0,0
T9035717,2025-03-02 19:09:00,C103735,M103735,Card Not Present,14.2,US,23,0.292,0,1,2,30.8,0.168,1,0,0
T9046917,2025-04-05 08:57:00,C103736,M103736,Card Not Present,278.15,BR,1,0.073,0,0,3,371.4,0.077,1,0,0
T9032211,2025-02-03 17:39:00,C103737,M103737,P2P,73.78,US,2,0.289,0,2,4,4.9,0.232,1,0,0
T9005359,2025-02-09 02:48:00,C103738,M103738,Card Present,129.61,IN,10,0.28,0,1,2,24.8,0.309,0,0,0
T9002101,2025-02-10 19:43:00,C103739,M103739,Card Present,165.23,SG,20,0.162,0,1,2,29.6,0.198,0,0,0
T9029286,2025-02-26 01:27:00,C103740,M103740,Card Not Present,51.28,US,8,0.223,1,2,5,65.8,0.232,0,0,0
T9011393,2025-04-25 18:20:00,C103741,M103741,Card Not Present,58.84,UK,20,0.173,0,2,3,7.1,0.443,0,0,0
T9038420,2025-01-10 12:59:00,C103742,M103742,Online Banking,10.26,US,19,0.071,0,1,2,43.9,0.088,0,0,0
T9035152,2025-03-20 05:41:00,C103743,M103743,Online Banking,235.49,SG,9,0.186,0,1,2,16.5,0.092,0,0,0
T9000729,2025-01-21 03:25:00,C103744,M103744,Card Not Present,31.84,US,21,0.556,1,2,6,41.8,0.187,0,0,0
T9003416,2025-03-04 14:26:00,C103745,M103745,Card Present,44.59,US,10,0.333,0,1,2,13.7,0.077,0,0,0
T9005369,2025-04-08 00:40:00,C103746,M103746,Card Not Present,416.36,AE,12,0.427,0,0,1,5.7,0.162,0,0,0
T9027104,2025-01-24 18:53:00,C103747,M103747,P2P,23.13,US,15,0.177,0,0,3,39.1,0.319,0,0,0
T9037152,2025-01-08 03:44:00,C103748,M103748,Card Not Present,207.18,UK,20,0.446,1,0,4,10.1,0.07,0,0,0
T9059485,2025-01-29 22:11:00,C103749,M103749,Card Present,41.95,UK,13,0.073,0,0,4,39.4,0.216,0,0,0
T9010324,2025-01-22 20:07:00,C103750,M103750,Card Present,103.87,US,5,0.522,0,1,2,14.4,0.266,1,0,0
T9064979,2025-04-19 01:14:00,C103751,M103751,Online Banking,56.48,CA,12,0.104,0,0,3,15.9,0.068,0,0,0
T9052728,2025-03-28 20:01:00,C103752,M103752,Card Not Present,149.66,US,18,0.369,1,1,4,44.9,0.074,0,0,0
T9011661,2025-01-20 00:57:00,C103753,M103753,Wire,11.63,US,5,0.138,0,3,5,10.5,0.249,1,0,0
T9016275,2025-03-25 22:33:00,C103754,M103754,Card Present,97.96,US,21,0.13,0,1,4,50.1,0.07,0,0,0
T9033795,2025-03-07 02:23:00,C103755,M103755,Online Banking,88.36,US,12,0.149,0,1,2,33.8,0.077,0,0,0
T9008723,2025-01-11 12:12:00,C103756,M103756,Card Present,45.94,US,6,0.25,0,1,3,38.2,0.131,0,0,0
T9020401,2025-01-05 19:52:00,C103757,M103757,Card Not Present,52.71,US,3,0.217,1,0,1,10.5,0.308,1,0,0
T9045011,2025-03-20 11:43:00,C103758,M103758,Online Banking,146.06,US,11,0.26,0,0,3,14.7,0.66,0,0,0
T9000612,2025-02-17 23:04:00,C103759,M103759,Wire,95.58,AE,21,0.247,0,0,2,1.7,0.269,0,0,1
T9037517,2025-04-07 08:17:00,C103760,M103760,Card Present,116.34,US,21,0.295,0,2,5,2.4,0.427,0,0,0
T9036052,2025-04-26 23:09:00,C103761,M103761,Wire,4.83,SG,1,0.567,0,2,4,37.8,0.191,1,0,0
T9001916,2025-04-17 10:17:00,C103762,M103762,P2P,29.22,CA,23,0.35,0,2,5,0.2,0.443,1,0,0
T9033304,2025-02-28 17:48:00,C103763,M103763,Card Present,131.38,SG,16,0.477,1,2,6,2.0,0.612,0,0,0
T9033532,2025-04-23 18:26:00,C103764,M103764,Online Banking,84.94,US,18,0.587,0,0,1,13.7,0.135,0,0,0
T9059586,2025-04-08 19:10:00,C103765,M103765,Card Not Present,176.18,UK,1,0.679,0,0,0,7.4,0.625,1,0,0
T9025129,2025-01-24 11:37:00,C103766,M103766,Online Banking,42.15,IN,0,0.037,0,3,8,98.5,0.183,1,0,0
T9059064,2025-04-21 02:42:00,C103767,M103767,Card Not Present,100.31,SG,15,0.177,0,0,3,5.5,0.39,0,0,0
T9013361,2025-04-10 03:54:00,C103768,M103768,Card Present,109.11,UK,8,0.303,0,1,1,3.7,0.176,0,0,0
T9005711,2025-04-22 23:55:00,C103769,M103769,Card Not Present,55.53,CA,20,0.554,0,1,1,11.3,0.478,0,0,0
T9057402,2025-03-16 00:14:00,C103770,M103770,P2P,101.58,NG,12,0.342,0,0,1,3518.5,0.148,0,0,1
T9016584,2025-03-19 17:53:00,C103771,M103771,Online Banking,88.96,US,17,0.249,0,1,5,4.2,0.183,0,0,0
T9053637,2025-03-11 03:14:00,C103772,M103772,Card Not Present,17.15,AE,21,0.234,0,1,2,22.1,0.427,0,0,0
T9050696,2025-04-23 04:40:00,C103773,M103773,Online Banking,17.24,IN,18,0.226,0,3,7,15.0,0.206,0,0,0
T9044205,2025-03-20 17:22:00,C103774,M103774,Online Banking,113.47,UK,19,0.474,0,1,2,17.9,0.02,0,0,0
T9032982,2025-04-29 09:23:00,C103775,M103775,Card Not Present,118.79,US,14,0.118,0,0,3,6.3,0.377,0,0,0
T9041371,2025-04-02 00:57:00,C103776,M103776,Card Present,6.4,UK,7,0.336,0,1,2,31.1,0.072,0,0,0
T9006483,2025-01-06 21:52:00,C103777,M103777,Card Not Present,128.87,AE,12,0.2,0,1,3,13.8,0.513,0,0,0
T9025326,2025-03-09 22:11:00,C103778,M103778,Card Present,14.48,AE,5,0.301,0,0,2,43.6,0.206,1,0,0
T9045790,2025-01-05 04:48:00,C103779,M103779,Card Present,140.16,US,22,0.179,0,0,3,33.6,0.686,0,0,0
T9037063,2025-03-26 21:53:00,C103780,M103780,Card Present,24.17,US,18,0.387,0,1,4,10.3,0.069,0,0,0
T9063458,2025-04-14 16:44:00,C103781,M103781,Online Banking,261.29,US,8,0.297,0,1,5,7.4,0.721,0,0,0
T9062408,2025-02-07 21:41:00,C103782,M103782,Online Banking,297.88,AE,4,0.258,1,0,2,6.7,0.292,1,0,0
T9059949,2025-03-31 11:41:00,C103783,M103783,Card Not Present,60.06,SG,2,0.247,0,3,8,11.4,0.478,1,0,0
T9009918,2025-03-16 04:42:00,C103784,M103784,Online Banking,37.87,BR,8,0.143,0,1,5,3075.3,0.148,0,0,0
T9036010,2025-02-28 18:09:00,C103785,M103785,Card Present,41.26,IN,14,0.411,0,2,3,3.5,0.241,0,0,0
T9014366,2025-03-18 07:59:00,C103786,M103786,Card Not Present,90.98,IN,6,0.552,1,1,4,53.8,0.583,0,0,0
T9012613,2025-02-27 22:51:00,C103787,M103787,Online Banking,34.5,US,7,0.122,0,2,5,9.5,0.319,0,0,0
T9006196,2025-02-17 00:59:00,C103788,M103788,Card Present,145.02,DE,16,0.106,0,1,5,425.2,0.37,0,0,0
T9044114,2025-03-12 04:52:00,C103789,M103789,Card Present,66.81,AE,12,0.116,0,1,4,3109.6,0.365,0,0,0
T9041380,2025-03-01 20:13:00,C103790,M103790,Online Banking,132.31,IN,1,0.04,0,2,5,31.2,0.247,1,0,0
T9006682,2025-04-09 08:33:00,C103791,M103791,Card Present,13.75,US,1,0.187,0,0,1,59.6,0.068,1,0,0
T9058108,2025-01-24 12:05:00,C103792,M103792,Card Present,256.79,SG,21,0.482,0,1,5,3.2,0.19,0,0,0
T9036521,2025-03-13 10:59:00,C103793,M103793,Card Not Present,45.32,SG,8,0.06,0,1,5,2.4,0.376,0,0,0
T9052783,2025-01-15 21:16:00,C103794,M103794,Card Not Present,80.59,AE,18,0.103,0,0,4,8.5,0.261,0,0,0
T9039634,2025-01-07 06:59:00,C103795,M103795,Card Present,26.53,US,13,0.233,1,0,1,2.0,0.074,0,0,0
T9040951,2025-04-21 12:04:00,C103796,M103796,Online Banking,17.69,US,21,0.195,1,4,4,46.4,0.519,0,0,0
T9012750,2025-01-27 21:39:00,C103797,M103797,Card Not Present,85.71,US,13,0.415,0,2,4,18.5,0.261,0,0,0
T9007454,2025-02-04 15:29:00,C103798,M103798,Card Present,98.2,BR,20,0.62,0,1,1,2860.0,0.121,0,0,0
T9035220,2025-01-16 21:16:00,C103799,M103799,Card Present,45.78,US,23,0.301,0,2,2,13.9,0.188,1,0,0
T9035225,2025-02-18 03:02:00,C103800,M103800,Card Present,87.82,UK,13,0.265,0,1,3,30.7,0.077,0,0,0
T9055050,2025-01-06 11:16:00,C103801,M103801,Card Not Present,56.44,SG,20,0.377,0,2,6,6.0,0.479,0,0,0
T9020574,2025-03-07 11:56:00,C103802,M103802,Wire,14.77,US,11,0.183,0,0,3,0.8,0.612,0,0,0
T9022295,2025-03-01 01:43:00,C103803,M103803,Card Present,16.74,US,19,0.45,0,0,5,32.0,0.12,0,0,0
T9030012,2025-03-29 05:02:00,C103804,M103804,Online Banking,51.02,CA,2,0.104,1,1,2,40.1,0.148,1,0,0
T9035957,2025-03-26 05:41:00,C103805,M103805,Card Present,39.04,NG,9,0.291,0,0,4,3980.5,0.271,0,0,0
T9023850,2025-02-10 07:31:00,C103806,M103806,Card Not Present,15.78,US,16,0.31,0,1,3,57.3,0.309,0,0,1
T9051002,2025-02-03 06:12:00,C103807,M103807,Online Banking,63.31,US,15,0.187,0,1,4,28.7,0.269,0,0,0
T9023026,2025-04-19 02:37:00,C103808,M103808,Card Not Present,39.39,US,5,0.398,0,2,4,17.5,0.513,1,0,0
T9000444,2025-03-10 20:12:00,C103809,M103809,P2P,74.96,CA,2,0.39,0,1,2,16.7,0.304,1,0,0
T9029650,2025-02-26 14:55:00,C103810,M103810,P2P,50.2,US,13,0.086,0,0,4,26.4,0.176,0,0,0
T9057484,2025-04-05 02:25:00,C103811,M103811,P2P,30.68,CA,2,0.607,0,2,5,44.3,0.203,1,0,0
T9052084,2025-04-25 18:17:00,C103812,M103812,P2P,5.87,IN,9,0.135,0,0,4,11.1,0.145,0,0,0
T9062784,2025-04-24 00:26:00,C103813,M103813,P2P,68.24,CA,6,0.537,0,1,2,11.1,0.136,0,0,0
T9054686,2025-02-03 19:58:00,C103814,M103814,Online Banking,23.59,US,7,0.285,0,4,6,13.3,0.458,0,0,0
T9028298,2025-02-13 23:07:00,C103815,M103815,Card Present,50.5,AE,21,0.161,0,2,5,28.6,0.316,0,0,0
T9003944,2025-01-04 15:25:00,C103816,M103816,Card Present,283.95,US,18,0.577,0,2,6,14.6,0.225,0,0,0
T9045519,2025-02-09 11:49:00,C103817,M103817,P2P,66.3,IN,8,0.176,0,0,2,17.0,0.229,0,0,0
T9025089,2025-02-01 07:10:00,C103818,M103818,Card Present,28.08,CA,9,0.385,1,3,5,1.8,0.135,0,0,0
T9063280,2025-01-13 05:59:00,C103819,M103819,Card Present,19.33,SG,0,0.301,0,1,5,5.7,0.216,1,0,0
T9010723,2025-01-27 16:13:00,C103820,M103820,P2P,6.39,US,5,0.146,1,2,5,32.0,0.158,1,0,0
T9024139,2025-04-03 19:05:00,C103821,M103821,Online Banking,60.16,AE,13,0.121,0,2,4,19.6,0.251,0,0,0
T9021867,2025-02-11 17:49:00,C103822,M103822,Card Not Present,31.9,US,12,0.235,0,1,4,24.9,0.137,0,0,0
T9042491,2025-01-18 04:15:00,C103823,M103823,Card Present,58.01,IN,8,0.315,1,0,1,20.1,0.162,0,0,0
T9048465,2025-01-12 12:12:00,C103824,M103824,Card Present,20.79,US,3,0.297,0,3,5,20.5,0.578,1,0,0
T9009246,2025-04-16 22:33:00,C103825,M103825,P2P,23.96,US,22,0.187,0,2,6,32.6,0.313,0,0,0
T9060654,2025-01-23 22:07:00,C103826,M103826,Wire,113.19,DE,13,0.394,0,0,4,637.3,0.295,0,0,0
T9045630,2025-01-03 18:45:00,C103827,M103827,Wire,56.67,SG,3,0.574,1,0,1,23.0,0.251,1,0,0
T9051430,2025-03-08 04:40:00,C103828,M103828,P2P,74.26,CA,5,0.012,0,2,4,25.1,0.201,1,0,0
T9002284,2025-01-26 08:49:00,C103829,M103829,Card Not Present,41.77,DE,6,0.497,0,1,2,4077.1,0.376,0,0,0
T9017363,2025-04-28 20:43:00,C103830,M103830,Card Present,90.17,US,21,0.096,0,1,4,10.7,0.033,0,0,0
T9019170,2025-02-13 13:44:00,C103831,M103831,Card Not Present,57.26,CA,19,0.476,0,2,7,24.7,0.241,0,0,0
T9020735,2025-02-05 12:10:00,C103832,M103832,Card Not Present,11.06,IN,9,0.119,0,0,4,6.8,0.074,0,0,0
T9013791,2025-02-18 06:52:00,C103833,M103833,Card Present,120.69,SG,22,0.169,0,2,8,14.7,0.165,0,0,0
T9048622,2025-01-21 00:55:00,C103834,M103834,Card Present,56.35,IN,10,0.354,0,0,2,2.8,0.353,0,0,0
T9023288,2025-03-22 01:04:00,C103835,M103835,Card Not Present,10.68,US,14,0.803,0,0,1,26.9,0.165,0,0,0
T9001880,2025-01-30 12:52:00,C103836,M103836,Card Not Present,87.92,DE,12,0.068,0,0,1,1470.7,0.046,0,0,0
T9018685,2025-03-09 11:46:00,C103837,M103837,Card Not Present,93.89,US,15,0.044,1,0,0,63.6,0.309,0,0,0
T9040085,2025-02-11 16:49:00,C103838,M103838,Card Present,12.68,SG,11,0.177,1,0,4,21.3,0.309,0,0,0
T9008121,2025-04-10 08:13:00,C103839,M103839,Card Not Present,92.28,UK,17,0.083,0,1,1,35.2,0.25,0,0,0
T9049356,2025-04-03 01:05:00,C103840,M103840,P2P,52.99,US,18,0.328,0,2,3,15.6,0.137,0,0,0
T9009146,2025-02-26 06:54:00,C103841,M103841,Wire,172.43,US,13,0.042,1,1,2,14.1,0.145,0,0,0
T9019155,2025-01-21 07:21:00,C103842,M103842,Online Banking,21.86,AE,20,0.348,0,1,3,22.5,0.508,0,0,0
T9012727,2025-01-11 00:47:00,C103843,M103843,Online Banking,15.28,SG,8,0.061,0,3,5,37.0,0.163,0,0,0
T9041165,2025-02-07 00:51:00,C103844,M103844,Card Present,133.57,UK,20,0.122,0,1,2,0.2,0.162,0,0,0
T9059196,2025-04-16 14:07:00,C103845,M103845,Card Present,6.44,US,16,0.222,1,3,6,3.5,0.078,0,0,0
T9049866,2025-01-09 21:44:00,C103846,M103846,Card Present,58.16,US,14,0.16,0,2,6,5.0,0.113,0,0,0
T9009818,2025-04-23 05:08:00,C103847,M103847,P2P,47.93,US,12,0.508,0,2,4,4.3,0.121,0,0,1
T9047231,2025-01-26 17:44:00,C103848,M103848,P2P,132.81,UK,5,0.145,0,1,4,11.4,0.145,1,0,0
T9004800,2025-02-13 17:23:00,C103849,M103849,Card Present,35.14,IN,16,0.197,0,0,1,87.0,0.19,0,0,0
T9015821,2025-03-10 09:23:00,C103850,M103850,Wire,13.08,US,17,0.413,0,4,8,41.6,0.053,0,0,0
T9062734,2025-03-23 02:07:00,C103851,M103851,Online Banking,66.06,IN,18,0.38,0,1,4,1.2,0.058,0,0,0
T9024199,2025-03-19 03:00:00,C103852,M103852,Card Not Present,25.61,UK,7,0.438,0,0,4,35.1,0.234,0,0,0
T9016718,2025-01-20 18:33:00,C103853,M103853,Online Banking,483.42,US,2,0.25,0,0,1,2.1,0.054,1,0,0
T9033213,2025-02-21 11:51:00,C103854,M103854,P2P,76.06,US,10,0.158,0,2,6,10.6,0.143,0,0,0
T9019387,2025-04-06 02:22:00,C103855,M103855,P2P,16.85,US,14,0.282,0,1,2,12.2,0.261,0,0,0
T9059120,2025-02-15 03:14:00,C103856,M103856,P2P,84.85,UK,20,0.549,1,0,4,11.4,0.08,0,0,0
T9017662,2025-03-19 17:42:00,C103857,M103857,Card Not Present,27.97,AE,17,0.103,0,1,1,10.7,0.519,0,0,0
T9055617,2025-02-23 09:48:00,C103858,M103858,Card Not Present,2.89,US,7,0.555,0,1,6,6.0,0.213,0,0,0
T9010925,2025-04-28 11:09:00,C103859,M103859,Card Not Present,106.91,US,10,0.08,0,1,3,24.8,0.23,0,0,1
T9046399,2025-02-28 20:40:00,C103860,M103860,Wire,412.09,AE,8,0.235,1,0,1,8.4,0.461,0,0,0
T9005777,2025-01-15 07:43:00,C103861,M103861,P2P,8.3,US,16,0.504,0,0,1,26.6,0.088,0,0,0
T9028995,2025-01-15 13:10:00,C103862,M103862,Card Present,79.8,US,23,0.385,0,3,4,34.7,0.451,1,0,0
T9042232,2025-04-01 13:54:00,C103863,M103863,Card Present,105.86,US,14,0.08,0,1,5,25.0,0.225,0,0,0
T9055096,2025-01-18 07:40:00,C103864,M103864,Wire,28.51,IN,14,0.17,0,1,5,19.4,0.054,0,0,0
T9047364,2025-03-10 19:04:00,C103865,M103865,Wire,105.31,US,2,0.023,0,0,1,64.0,0.397,1,0,0
T9050442,2025-01-09 08:47:00,C103866,M103866,P2P,95.26,US,7,0.128,0,0,5,50.5,0.295,0,0,0
T9044359,2025-02-06 14:36:00,C103867,M103867,Card Not Present,16.42,US,10,0.04,1,2,3,0.5,0.299,0,0,0
T9042852,2025-01-14 16:07:00,C103868,M103868,Card Not Present,120.6,IN,10,0.217,0,1,3,28.2,0.319,0,0,0
T9002868,2025-01-20 03:17:00,C103869,M103869,Card Not Present,17.66,US,19,0.225,1,1,2,35.7,0.388,0,0,0
T9000646,2025-02-22 12:51:00,C103870,M103870,Card Not Present,117.6,US,15,0.261,0,0,0,2.1,0.365,0,0,0
T9014964,2025-04-23 08:48:00,C103871,M103871,Online Banking,16.76,US,2,0.197,0,2,4,4.2,0.442,1,0,0
T9034110,2025-02-10 20:36:00,C103872,M103872,Card Present,105.9,US,2,0.455,0,1,1,29.6,0.625,1,0,0
T9035860,2025-04-21 06:08:00,C103873,M103873,P2P,15.63,IN,17,0.367,0,0,0,4.9,0.355,0,0,0
T9025023,2025-02-23 19:06:00,C103874,M103874,Card Not Present,52.97,CA,13,0.271,0,1,4,15.0,0.427,0,0,0
T9038245,2025-03-01 01:05:00,C103875,M103875,P2P,67.83,SG,19,0.125,0,3,4,41.4,0.021,0,0,0
T9032713,2025-02-07 11:39:00,C103876,M103876,P2P,22.57,US,19,0.49,0,0,3,1392.0,0.075,0,0,0
T9045678,2025-01-19 16:03:00,C103877,M103877,P2P,17.2,US,22,0.232,0,2,6,0.4,0.183,0,0,0
T9050616,2025-01-01 08:04:00,C103878,M103878,Card Not Present,29.7,US,20,0.183,0,0,1,17.0,0.072,0,0,0
T9024456,2025-04-08 20:34:00,C103879,M103879,Card Present,73.38,IN,2,0.288,0,1,4,23.1,0.19,1,0,0
T9038223,2025-01-12 21:52:00,C103880,M103880,Card Present,65.77,US,8,0.149,0,1,6,10.6,0.39,0,0,0
T9002558,2025-04-06 19:52:00,C103881,M103881,P2P,106.94,US,5,0.114,0,1,4,40.4,0.398,1,0,0
T9030319,2025-01-28 07:19:00,C103882,M103882,Online Banking,80.65,US,8,0.158,1,1,2,35.9,0.299,0,0,0
T9000454,2025-04-14 20:51:00,C103883,M103883,Card Present,130.87,US,15,0.11,1,1,3,12.7,0.282,0,0,0
T9064494,2025-04-09 22:38:00,C103884,M103884,Card Not Present,308.39,US,6,0.162,0,1,2,14.0,0.148,0,0,0
T9002503,2025-01-29 21:27:00,C103885,M103885,Card Not Present,17.98,US,12,0.18,0,0,3,12.4,0.012,0,0,0
T9054174,2025-03-07 14:52:00,C103886,M103886,Online Banking,82.49,US,4,0.571,0,1,3,0.4,0.213,1,0,0
T9046671,2025-04-17 14:15:00,C103887,M103887,Card Not Present,17.91,US,23,0.226,0,1,5,45.4,0.072,1,0,0
T9035926,2025-03-25 00:32:00,C103888,M103888,Card Present,64.98,US,0,0.205,1,3,5,51.7,0.483,1,0,0
T9043195,2025-04-05 18:54:00,C103889,M103889,Card Present,193.56,US,16,0.05,0,0,2,0.8,0.07,0,0,0
T9048802,2025-02-27 15:33:00,C103890,M103890,Card Not Present,77.13,US,11,0.095,0,1,4,13.1,0.561,0,0,0
T9052392,2025-02-09 09:00:00,C103891,M103891,Card Present,80.28,CA,9,0.376,0,0,0,2.1,0.191,0,0,0
T9008943,2025-04-23 10:13:00,C103892,M103892,Card Present,13.8,IN,4,0.192,0,1,3,851.1,0.451,1,0,0
T9000624,2025-02-21 01:28:00,C103893,M103893,Online Banking,10.44,US,8,0.308,0,0,2,7.7,0.024,0,0,0
T9048966,2025-03-21 13:56:00,C103894,M103894,Card Present,39.92,SG,18,0.31,0,1,3,29.0,0.058,0,0,0
T9012909,2025-03-03 11:00:00,C103895,M103895,Card Present,252.9,US,16,0.216,0,1,2,2.3,0.313,0,0,0
T9033967,2025-04-24 07:40:00,C103896,M103896,Card Present,38.21,IN,16,0.155,0,0,3,19.7,0.364,0,0,0
T9010172,2025-02-06 19:54:00,C103897,M103897,P2P,69.82,AE,2,0.223,0,1,3,4.6,0.377,1,0,0
T9053717,2025-03-10 17:08:00,C103898,M103898,Card Present,26.87,US,7,0.065,0,1,4,0.4,0.067,0,0,0
T9018960,2025-03-20 04:05:00,C103899,M103899,Card Not Present,47.88,DE,3,0.432,0,2,5,900.6,0.263,1,0,0
T9062810,2025-04-13 16:05:00,C103900,M103900,Online Banking,221.4,AE,20,0.181,0,0,3,10.4,0.094,0,0,0
T9014851,2025-03-21 23:54:00,C103901,M103901,Card Present,13.66,UK,10,0.427,1,1,2,3.4,0.143,0,0,0
T9049179,2025-01-18 19:29:00,C103902,M103902,Card Not Present,147.48,AE,1,0.16,0,1,3,8.0,0.228,1,0,0
T9008400,2025-01-23 07:03:00,C103903,M103903,Card Not Present,12.58,SG,11,0.164,1,5,8,10.0,0.309,0,0,0
T9044127,2025-01-10 06:28:00,C103904,M103904,Card Present,12.0,US,2,0.169,0,2,4,8.1,0.162,1,0,0
T9037877,2025-02-18 07:25:00,C103905,M103905,P2P,290.4,IN,16,0.168,1,2,2,21.7,0.612,0,0,0
T9036916,2025-02-24 05:54:00,C103906,M103906,P2P,2845.7,US,19,0.467,0,2,5,18.5,0.068,0,0,1
T9055375,2025-03-23 23:09:00,C103907,M103907,Card Present,58.48,US,11,0.619,0,2,4,42.2,0.363,0,0,0
T9056217,2025-03-09 17:45:00,C103908,M103908,P2P,7.47,US,0,0.268,0,0,1,0.2,0.315,1,0,0
T9056789,2025-01-23 02:04:00,C103909,M103909,P2P,16.89,US,8,0.262,0,0,2,14.9,0.427,0,0,0
T9024663,2025-04-16 18:37:00,C103910,M103910,Card Present,70.9,BR,6,0.086,0,0,1,6630.7,0.08,0,0,0
T9039184,2025-03-31 20:25:00,C103911,M103911,Card Not Present,7.69,CA,0,0.39,0,3,7,15.4,0.158,1,0,0
T9033610,2025-01-15 15:08:00,C103912,M103912,Card Not Present,98.8,CA,7,0.27,0,2,5,6.4,0.427,0,0,0
T9046650,2025-04-05 19:54:00,C103913,M103913,P2P,82.58,US,22,0.277,0,0,5,83.7,0.148,0,0,0
T9044108,2025-04-07 04:53:00,C103914,M103914,Online Banking,33.29,US,0,0.169,0,0,3,6.1,0.19,1,0,0
T9062403,2025-02-18 21:49:00,C103915,M103915,Card Not Present,22.53,CA,19,0.091,0,1,4,8.7,0.378,0,0,0
T9043233,2025-01-03 23:46:00,C103916,M103916,P2P,32.19,US,13,0.335,0,1,5,77.5,0.213,0,0,0
T9034619,2025-04-23 20:10:00,C103917,M103917,P2P,26.33,SG,13,0.228,0,2,5,13.4,0.281,0,0,0
T9063766,2025-01-14 18:37:00,C103918,M103918,Card Not Present,405.71,US,6,0.606,0,1,5,8.9,0.191,0,0,0
T9002060,2025-01-01 01:08:00,C103919,M103919,Online Banking,38.25,UK,16,0.559,0,1,4,2.0,0.625,0,0,0
T9036842,2025-04-25 10:54:00,C103920,M103920,Card Present,89.46,US,22,0.267,0,2,3,56.2,0.168,0,0,0
T9059615,2025-04-08 09:48:00,C103921,M103921,Wire,12.13,UK,0,0.329,0,2,3,34.0,0.136,1,0,0
T9029642,2025-02-06 09:24:00,C103922,M103922,Online Banking,55.72,US,8,0.65,0,1,3,22.2,0.213,0,0,0
T9027458,2025-04-06 02:34:00,C103923,M103923,Online Banking,116.73,SG,2,0.106,0,0,0,19.0,0.147,1,0,0
T9031908,2025-04-19 04:35:00,C103924,M103924,P2P,76.98,IN,3,0.273,0,0,1,15.4,0.578,1,0,0
T9024725,2025-03-07 19:31:00,C103925,M103925,Online Banking,147.25,IN,5,0.221,1,1,3,6768.2,0.117,1,0,0
T9023367,2025-02-13 10:26:00,C103926,M103926,Card Present,20.29,CA,23,0.398,0,0,3,42.5,0.063,1,0,0
T9018398,2025-01-24 18:11:00,C103927,M103927,Card Present,72.07,CA,21,0.539,1,3,4,30.7,0.135,0,0,0
T9011702,2025-04-04 06:23:00,C103928,M103928,Card Present,42.72,AE,9,0.305,0,2,6,4.8,0.315,0,0,0
T9053987,2025-02-16 11:25:00,C103929,M103929,Card Present,158.14,US,13,0.033,0,1,4,60.5,0.286,0,0,0
T9003804,2025-01-29 14:48:00,C103930,M103930,Online Banking,17.89,US,11,0.168,0,0,0,95.0,0.155,0,0,0
T9043567,2025-03-26 07:55:00,C103931,M103931,Card Not Present,71.2,US,3,0.163,0,1,5,20.0,0.247,1,0,0
T9024165,2025-04-09 13:05:00,C103932,M103932,P2P,3.19,US,15,0.188,0,1,6,16.4,0.077,0,0,0
T9060855,2025-04-16 02:13:00,C103933,M103933,P2P,160.75,AE,22,0.281,0,0,2,13.7,0.071,0,0,0
T9017104,2025-01-02 02:28:00,C103934,M103934,P2P,49.27,AE,5,0.376,0,1,5,23.4,0.364,1,0,0
T9064608,2025-03-07 14:26:00,C103935,M103935,Online Banking,72.03,US,18,0.205,0,0,2,3.7,0.397,0,0,0
T9056692,2025-02-14 02:24:00,C103936,M103936,Online Banking,235.28,IN,11,0.367,0,2,3,25.6,0.519,0,0,0
T9053381,2025-02-07 23:34:00,C103937,M103937,Card Present,42.65,AE,22,0.504,0,3,5,38.9,0.183,0,0,0
